Type,FID,beta.sor,beta.sim,beta.sne,LSP,MAT,MAP,TA,PA,TSN,PSN,PCP,CWE,LSD,GMD,NVT,PDC,PSA
subtropical evergreen broad-leaved forest,498,0.360189573,0.23943662,0.120752954,139,16.03216318,1229.166667,3.032163183,53.83333333,586.3499699,79.1233704,0.237785811,0.002983674,0.813411376,245946.729,6,0.121055556,0.704972807
subtropical evergreen broad-leaved forest,499,0.345611285,0.186952288,0.158658997,137,16.21014005,1230.888889,2.654584514,58.44444444,611.172545,77.32650512,0.233741933,0.00308304,0.800067972,241857.5451,7,0.118411111,0.707019603
subtropical evergreen broad-leaved forest,500,0.353076923,0.171428571,0.181648352,137,15.6170278,1214.111111,2.172583355,34.44444444,635.1131172,74.9875147,0.217750523,0.003140145,0.798722632,239345.292,7,0.118977778,0.688359093
subtropical evergreen broad-leaved forest,501,0.362340585,0.173955296,0.188385289,144,15.77586287,1194.666667,2.109196226,44.83333333,657.9253693,72.84064498,0.195560383,0.003223132,0.79382263,239637.6915,10,0.120488889,0.716569729
subtropical evergreen broad-leaved forest,502,0.352416357,0.182926829,0.169489528,150,15.54016091,1204.666667,2.42904981,53.33333333,674.8051869,70.52726096,0.177218167,0.00335736,0.786023253,243536.066,9,0.1246,0.7302691
subtropical evergreen broad-leaved forest,503,0.349856322,0.175022789,0.174833532,154,15.62159607,1228.777778,2.732707183,59.33333333,702.2731631,67.65285409,0.159477426,0.003582323,0.779228479,251516.0838,9,0.1279,0.756201739
subtropical evergreen broad-leaved forest,504,0.34439834,0.171328671,0.173069669,152,16.34348962,1240.444444,2.676822954,75,713.8683685,64.8592139,0.152495135,0.003788814,0.789412336,263710.897,8,0.131211111,0.767691864
subtropical evergreen broad-leaved forest,505,0.341711957,0.173913043,0.167798913,153,16.41397914,1247.333333,2.5806458,81.66666667,727.5787684,62.78585769,0.151923254,0.003933895,0.787009194,279512.5383,8,0.1293,0.772779082
subtropical evergreen broad-leaved forest,506,0.335390947,0.15,0.185390947,157,16.54454629,1289.222222,2.87787962,85.44444444,733.8231651,61.40517162,0.148244173,0.004106763,0.784765789,297757.6207,8,0.124944444,0.785378544
subtropical evergreen broad-leaved forest,507,0.330790569,0.132973944,0.197816624,151,16.77529394,1404,3.219738351,103.7777778,740.6579588,59.94268128,0.155394062,0.004229893,0.787828973,315690.6119,8,0.121311111,0.815553915
subtropical evergreen broad-leaved forest,508,0.344733242,0.167680278,0.177052964,152,17.07238544,1497.333333,3.239052137,110,751.9736111,59.15354593,0.154480438,0.004185116,0.792485503,332489.0727,9,0.123455556,0.835960053
subtropical evergreen broad-leaved forest,509,0.320057929,0.159355416,0.160702513,150,15.22404052,1599,3.446262783,113.7777778,730.3072624,58.20586585,0.160781928,0.003915397,0.790382179,341199.6702,9,0.130222222,0.816565621
subtropical evergreen broad-leaved forest,510,0.277557494,0.142184557,0.135372937,140,15.41906251,1614.111111,3.419062535,94.88888889,738.1433526,56.51120379,0.164765984,0.00351565,0.786144822,317062.0655,8,0.139766667,0.774107261
subtropical evergreen broad-leaved forest,511,0.315447154,0.108050847,0.207396307,129,17.36591321,1527.666667,3.699246566,55,776.4418671,54.8935981,0.149449066,0.003192986,0.784383248,296602.116,9,0.150077778,0.755214534
subtropical evergreen broad-leaved forest,512,0.348117155,0.142070485,0.20604667,126,16.94677541,1498.333333,3.835664325,29.55555556,768.988325,52.61568348,0.130069096,0.002939667,0.778384758,280296.7145,9,0.154111111,0.775675078
subtropical evergreen broad-leaved forest,513,0.34896303,0.174857143,0.174105887,121,16.64951736,1499.666667,3.871739626,9.444444444,760.5661059,51.39453593,0.114886845,0.002799748,0.774831177,268514.1803,9,0.1558,0.764540804
subtropical evergreen broad-leaved forest,514,0.363636364,0.173031026,0.190605337,115,17.6448958,1463.166667,4.144895752,32,788.1584798,51.38101701,0.113141284,0.002703342,0.773420015,261384.5721,8,0.152455556,0.775696685
subtropical evergreen broad-leaved forest,515,0.400362319,0.212841855,0.187520464,116,18.0208391,1445.333333,4.243061357,70.44444444,798.9565371,52.1241827,0.112378473,0.002597515,0.773908997,258716.5361,8,0.148177778,0.772077019
subtropical evergreen broad-leaved forest,516,0.377201112,0.219512195,0.157688917,113,17.29398725,1486.444444,4.071765025,100.7777778,760.6351352,52.32625219,0.130187456,0.002544609,0.784288633,259977.1564,8,0.141744444,0.822696054
subtropical evergreen broad-leaved forest,517,0.301204819,0.17535545,0.125849369,108,14.79965043,1655.444444,3.910761542,113.5555556,701.1422258,53.04998518,0.154923953,0.002507142,0.796398976,264314.8163,8,0.138711111,0.827741839
subtropical evergreen broad-leaved forest,518,0.320833333,0.101928375,0.218904959,106,16.23682462,1590,4.070157965,125.5,727.7512978,53.00807595,0.155557677,0.002441032,0.790886481,270506.7,8,0.144866667,0.776167424
subtropical evergreen broad-leaved forest,519,0.327526132,0.076555024,0.250971108,96,18.08975233,1502.777778,3.756418996,129.1111111,762.3777124,52.26114817,0.147106111,0.002306164,0.781455102,276059.9801,8,0.153977778,0.729477253
subtropical evergreen broad-leaved forest,520,0.245738636,0.112040134,0.133698503,78,18.49198035,1509.666667,3.603091425,131.8888889,758.816624,52.41875131,0.137863881,0.002235274,0.793582747,278544.0302,6,0.158155556,0.731698969
subtropical evergreen broad-leaved forest,521,0.304465494,0.181528662,0.122936831,79,18.61472393,1564.333333,3.948057294,142.6666667,743.1179425,54.69870219,0.143425897,0.002238526,0.783795965,260740.5236,6,0.154,0.784550008
subtropical evergreen broad-leaved forest,522,0.290681502,0.181380417,0.109301085,79,18.53603588,1594.666667,3.980480274,187.3333333,725.6420773,56.8997947,0.153933441,0.002236256,0.792474522,223850.6361,6,0.146211111,0.845189215
subtropical evergreen broad-leaved forest,523,0.256521739,0.157635468,0.098886271,80,17.7790394,1650.333333,4.334594886,235.1111111,689.1679468,57.93778315,0.173064369,0.0022367,0.794532959,188605.55,8,0.143733333,0.890252901
subtropical evergreen broad-leaved forest,524,0.263988522,0.183121019,0.080867503,76,17.97477598,1623.833333,4.141442617,248.3333333,664.9776957,58.47382417,0.194668431,0.00223056,0.808556226,155866.6772,8,0.1305,0.943733605
subtropical evergreen broad-leaved forest,525,0.279710145,0.15042735,0.129282795,74,18.28178124,1579.555556,4.504003472,234.5555556,638.8719711,58.65490196,0.208149166,0.002212445,0.815533261,126932.3626,7,0.125188889,0.96835749
subtropical evergreen broad-leaved forest,526,0.272440945,0.141263941,0.131177004,71,17.63813772,1569.333333,4.415915463,206,618.4545927,58.26638373,0.210870709,0.002171725,0.821193742,103898.1696,5,0.116088889,0.961714718
subtropical evergreen broad-leaved forest,527,0.255972696,0.133200795,0.122771901,65,17.78848957,1528,4.621822913,176.5,614.3266941,59.22183467,0.21499368,0.002132782,0.834472878,82139.32399,6,0.118911111,0.94171945
subtropical evergreen broad-leaved forest,528,0.361111111,0.164529915,0.196581197,61,17.81419562,1500.888889,4.4808623,148.8888889,615.5359267,60.27546189,0.213788395,0.002118036,0.846766218,40752.38127,7,0.105044444,0.86218147
subtropical evergreen broad-leaved forest,529,0.344969199,0.144772118,0.200197081,59,18.67742593,1416.888889,4.899648137,138.3333333,635.3914793,60.98710659,0.210994316,0.002082977,0.847849136,0,8,0.0731125,0.761780911
subtropical evergreen broad-leaved forest,530,0.281385281,0.102702703,0.178682579,54,19.47924785,1333.333333,5.312581142,149.8333333,655.304199,58.79511435,0.209599266,0.002056455,0.841537318,0,8,0.04874,0.675819173
subtropical evergreen broad-leaved forest,536,0.229651163,0.060283688,0.169367475,86,12.08927082,1174.75,2.83927083,199.25,480.8683855,62.42425038,0.198927637,0.005968377,0.807419973,177502.5906,10,0.16156,0.799940375
subtropical evergreen broad-leaved forest,537,0.361856418,0.163498099,0.198358319,89,10.61032813,969.5,3.360328138,197,485.5692545,59.69013708,0.179274556,0.005688661,0.798704083,201124.9854,13,0.1812875,0.77649947
subtropical evergreen broad-leaved forest,538,0.365358593,0.211764706,0.153593887,82,11.26844618,880.8333333,3.768446128,180,481.7373664,59.65915054,0.156747863,0.00527038,0.787970529,220627.1206,12,0.211777778,0.697175293
subtropical evergreen broad-leaved forest,539,0.352092352,0.235093697,0.116998655,76,13.7369288,825,4.070262114,152,459.5944535,62.87032278,0.141967258,0.005232611,0.786057078,242524.8208,14,0.214177778,0.668990686
subtropical evergreen broad-leaved forest,540,0.361702128,0.254966887,0.10673524,79,14.90423966,786.5,3.904239595,143.5,452.9333633,69.5264058,0.135970763,0.005056625,0.786058429,265346.3197,11,0.208911111,0.668757013
subtropical evergreen broad-leaved forest,541,0.403314917,0.298701299,0.104613618,80,15.14763363,772.3333333,3.814300299,130.1666667,454.8530684,78.82221068,0.134095991,0.004720368,0.801652495,287600.4951,11,0.193177778,0.733363113
subtropical evergreen broad-leaved forest,542,0.448979592,0.356184799,0.092794793,85,16.65214762,779.1666667,3.985480944,100.1666667,454.9104797,89.09181638,0.13898365,0.004222107,0.807747362,306319.3098,11,0.1755,0.745390044
subtropical evergreen broad-leaved forest,543,0.452352232,0.308980213,0.143372019,88,17.48227594,801,3.982275844,75,457.02066,94.77983978,0.148898167,0.003811113,0.815988163,316570.2566,10,0.162611111,0.730089746
subtropical evergreen broad-leaved forest,544,0.386029412,0.254464286,0.131565126,86,15.82386462,844.3333333,3.990531286,51.16666667,464.5317471,94.57934198,0.162524595,0.003507866,0.809099573,314879.9375,12,0.1653,0.699240811
subtropical evergreen broad-leaved forest,545,0.353159851,0.247838617,0.105321235,87,14.00772912,854.3333333,3.507729133,36.33333333,487.9801486,90.3467287,0.167999984,0.003365978,0.811642773,309999.2279,12,0.168122222,0.594327596
subtropical evergreen broad-leaved forest,546,0.427912341,0.309192201,0.118720141,91,11.44672047,918.1666667,3.613387148,55.66666667,506.0846242,88.41513713,0.171223527,0.003137246,0.807304084,306283.8947,11,0.180055556,0.515470696
subtropical evergreen broad-leaved forest,547,0.476390346,0.338196286,0.13819406,102,13.25173695,936,3.251736939,86,505.8985683,86.84052775,0.184033238,0.00288541,0.81479963,303310.4605,8,0.172322222,0.484871226
subtropical evergreen broad-leaved forest,548,0.487179487,0.256308101,0.230871386,110,12.61876394,1019.5,3.118763924,65.66666667,516.314258,85.43398046,0.207446364,0.00265727,0.826770088,300919.7208,6,0.165711111,0.563983149
subtropical evergreen broad-leaved forest,549,0.440405748,0.203369434,0.237036314,121,13.33546179,1113.5,3.002128442,42.5,552.8796604,81.86848473,0.220360607,0.002669359,0.815770086,298938.3306,7,0.1494,0.663983111
subtropical evergreen broad-leaved forest,550,0.373197625,0.202804746,0.170392879,123,14.5254244,1162.75,3.025424361,44.75,595.6674402,78.21806016,0.219543886,0.002751116,0.803805171,295479.7246,7,0.144977778,0.699374408
subtropical evergreen broad-leaved forest,551,0.362393162,0.205537806,0.156855356,127,14.72643231,1177,2.559765657,23.33333333,624.0665898,75.93342402,0.210844265,0.002839447,0.784802878,291468.8489,6,0.137866667,0.70776414
subtropical evergreen broad-leaved forest,552,0.368376068,0.222923239,0.14545283,132,14.54099996,1169.666667,2.374333302,5.333333333,655.0964154,73.54211613,0.194385764,0.002884129,0.779758652,289087.6222,8,0.1357,0.680076188
subtropical evergreen broad-leaved forest,553,0.355498721,0.20754717,0.147951551,130,14.94518223,1150.5,2.195182204,14,673.1076929,71.638833,0.183068049,0.00291,0.778567369,289353.8985,8,0.138777778,0.699779975
subtropical evergreen broad-leaved forest,554,0.304309587,0.18788501,0.116424576,128,14.4811146,1160.166667,1.981114586,24.16666667,689.2784733,69.38605964,0.173021575,0.002979318,0.780263568,292907.9649,8,0.1469,0.719412241
subtropical evergreen broad-leaved forest,555,0.295689655,0.153367876,0.14232178,137,14.70255552,1192.5,2.369222164,50.83333333,715.4000738,66.19164265,0.155006198,0.003101603,0.776252216,300128.8609,6,0.151166667,0.746618388
subtropical evergreen broad-leaved forest,556,0.304347826,0.107368421,0.196979405,140,15.27092535,1216,2.604258657,75,732.4314311,63.00555852,0.148074372,0.003269372,0.76915232,311164.2639,7,0.151422222,0.743319181
subtropical evergreen broad-leaved forest,557,0.331521739,0.115107914,0.216413825,139,14.37167186,1249.25,2.871671855,80,735.7675384,61.02726357,0.1435647,0.003378793,0.775989444,325721.4553,7,0.146833333,0.740162669
subtropical evergreen broad-leaved forest,558,0.356925419,0.127966976,0.228958442,144,15.30949304,1252.5,3.309493025,90.33333333,755.2644007,59.01981706,0.137202796,0.003508213,0.771820865,343021.5571,8,0.140266667,0.734215154
subtropical evergreen broad-leaved forest,559,0.385079126,0.123523093,0.261556032,141,15.9161424,1318.333333,2.916142384,96.5,763.4154487,57.00884675,0.135021732,0.003567585,0.775585541,361757.1989,9,0.135944444,0.774319125
subtropical evergreen broad-leaved forest,560,0.406042741,0.142553191,0.26348955,140,16.46752867,1382.75,3.467528701,93.75,767.5629841,55.39395785,0.136724274,0.003492632,0.778418191,378680.4323,9,0.137711111,0.815760468
subtropical evergreen broad-leaved forest,561,0.387072243,0.126760563,0.26031168,138,14.88765803,1491.333333,3.720991294,88.5,740.6071714,55.08480661,0.142518595,0.003288981,0.77857671,382803.0379,9,0.144077778,0.84702634
subtropical evergreen broad-leaved forest,562,0.34290402,0.097972973,0.244931047,129,14.68190454,1539.666667,3.681904594,74.33333333,737.9061741,53.66634342,0.145992901,0.003068004,0.775065143,360882.3915,8,0.153488889,0.813264943
subtropical evergreen broad-leaved forest,563,0.364888124,0.064638783,0.300249341,122,15.35203641,1528.75,3.852036476,59.75,752.2357492,51.92216709,0.128153169,0.002887094,0.77686276,342435.0678,8,0.162411111,0.791255072
subtropical evergreen broad-leaved forest,564,0.421333333,0.084388186,0.336945148,116,17.92405374,1382.333333,3.924053709,10.5,818.6935677,50.36534875,0.110881841,0.00273104,0.778696418,327818.9397,8,0.173855556,0.771560017
subtropical evergreen broad-leaved forest,565,0.428290766,0.105990783,0.322299983,103,17.71843753,1404.666667,4.051770806,13,815.2479961,48.69817832,0.101052421,0.002559015,0.791911643,317279.9819,8,0.180122222,0.748867071
subtropical evergreen broad-leaved forest,566,0.459405941,0.116504854,0.342901086,98,17.92609112,1430.25,4.176091015,14.25,820.7735018,48.43714507,0.097466041,0.002453999,0.789206063,310885.2433,8,0.182466667,0.715095063
subtropical evergreen broad-leaved forest,567,0.477091633,0.154589372,0.322502261,103,18.12342532,1439.833333,4.290091991,38.16666667,822.6790726,48.88720107,0.094615545,0.002336342,0.780666634,308473.6814,8,0.176533333,0.704333677
subtropical evergreen broad-leaved forest,568,0.455953533,0.128682171,0.327271363,103,17.83001565,1458.333333,3.996682286,82.5,803.5940116,49.32553942,0.110109577,0.002331406,0.783148026,309637.3416,8,0.169644444,0.747574369
subtropical evergreen broad-leaved forest,569,0.380574827,0.090247453,0.290327374,100,15.39120834,1619.5,4.057874918,89,731.1077134,49.81520771,0.13500795,0.002367316,0.789088725,313717.8127,8,0.1618,0.771805564
subtropical evergreen broad-leaved forest,570,0.374616172,0.086696562,0.28791961,98,15.3174792,1644,4.067479312,75.25,729.6868027,50.64647615,0.140295684,0.002336791,0.784068371,319738.1041,8,0.163088889,0.744582452
subtropical evergreen broad-leaved forest,571,0.398671096,0.093489149,0.305181948,94,17.74186463,1504.666667,4.241864642,59.16666667,782.7822863,50.7994813,0.131053917,0.002222902,0.775345535,325710.849,8,0.168911111,0.691053923
subtropical evergreen broad-leaved forest,572,0.317280453,0.137745975,0.179534478,77,17.88775695,1540.333333,3.721090317,65.66666667,774.4593004,52.59842072,0.124022828,0.002123612,0.789532195,325884.7429,6,0.173166667,0.684885296
subtropical evergreen broad-leaved forest,573,0.326210826,0.187285223,0.138925603,75,18.05969012,1593.75,4.059690118,82.75,766.0871494,55.19025948,0.133978224,0.002115023,0.785115076,289724.2265,6,0.1688,0.714487247
subtropical evergreen broad-leaved forest,574,0.326704545,0.221674877,0.105029669,78,18.28507992,1625.5,3.785079877,116.1666667,755.6229799,58.05400508,0.145633555,0.002114905,0.790962229,255185.7898,6,0.1639,0.784934581
subtropical evergreen broad-leaved forest,575,0.288209607,0.187707641,0.100501966,76,17.96566315,1678.833333,4.132329822,159.3333333,728.3174756,59.61956541,0.165249388,0.002129237,0.79587933,222890.7659,6,0.160033333,0.858722896
subtropical evergreen broad-leaved forest,576,0.266961652,0.174418605,0.092543047,75,17.95926036,1674.25,4.209260285,177.5,708.1199887,60.10378172,0.187523744,0.00214631,0.798219387,193692.8531,6,0.147566667,0.927439019
subtropical evergreen broad-leaved forest,577,0.245426829,0.158163265,0.087263564,73,18.09398091,1658.833333,3.927314202,170.8333333,686.1138628,60.35082714,0.200779945,0.002147036,0.807598117,168849.2077,6,0.137211111,0.963508609
subtropical evergreen broad-leaved forest,578,0.266141732,0.158844765,0.107296967,72,18.52332294,1620,4.356656233,154.1666667,662.811307,60.8844519,0.204825171,0.002108454,0.807117893,142442.363,5,0.128577778,0.972102701
subtropical evergreen broad-leaved forest,579,0.272577997,0.176579926,0.095998071,70,18.45855731,1611,4.458557248,116.5,656.1536542,60.77454386,0.211381762,0.002086734,0.81999415,100613.0998,5,0.132422222,0.971218085
subtropical evergreen broad-leaved forest,580,0.285714286,0.18627451,0.099439776,65,18.6377205,1554.166667,4.471053839,95,658.3412455,61.09392853,0.220041614,0.002059966,0.83708581,59494.66407,6,0.133055556,0.933180196
subtropical evergreen broad-leaved forest,581,0.277573529,0.145652174,0.131921355,62,17.49354164,1576.5,4.660208305,99.5,645.8296069,59.42457341,0.223573366,0.002061067,0.837517268,20124.12553,8,0.089077778,0.825600637
subtropical evergreen broad-leaved forest,582,0.179755672,0.103053435,0.076702237,56,18.63861011,1500,5.138610125,97,665.6779849,57.21029669,0.224547621,0.00204013,0.838677908,0,8,0.066766667,0.764385986
subtropical evergreen broad-leaved forest,591,0.317406143,0.214145383,0.10326076,78,10.38619619,941.8333333,3.386196176,167.1666667,502.3746966,59.86087081,0.167691892,0.005567018,0.7941908,242014.4566,11,0.1677,0.763040306
subtropical evergreen broad-leaved forest,592,0.312210201,0.243197279,0.069012922,72,9.692182868,855.8888889,3.358849552,132.3333333,512.3415076,60.22090524,0.150754575,0.005137298,0.793279989,264933.8745,12,0.220544444,0.722976334
subtropical evergreen broad-leaved forest,593,0.314102564,0.19245283,0.121649734,68,11.93428703,806.2222222,4.045398182,122.2222222,487.4090278,63.81994534,0.139341932,0.004970741,0.785278709,285757.5288,13,0.220555556,0.718431727
subtropical evergreen broad-leaved forest,594,0.35508346,0.246453901,0.108629559,73,13.46373614,781.5,3.963736137,123,470.8800027,69.33448654,0.13194014,0.004654851,0.784678642,308107.0625,13,0.213877778,0.713096317
subtropical evergreen broad-leaved forest,595,0.422283356,0.310344828,0.111938529,76,13.46855202,795.7777778,3.690774202,105.4444444,478.8312681,79.07457896,0.137085682,0.004202376,0.796899148,330967.9486,13,0.202422222,0.775278468
subtropical evergreen broad-leaved forest,596,0.432364096,0.320726172,0.111637924,83,17.00672338,811.7777778,3.673390044,72.88888889,468.394421,90.37073497,0.150307258,0.003710692,0.804102581,351818.2013,12,0.184533333,0.777521592
subtropical evergreen broad-leaved forest,597,0.390367554,0.238924051,0.151443503,85,16.37302603,866.5,3.53969268,61,469.6639962,95.72702073,0.162603174,0.003392059,0.811069696,366147.5875,14,0.1733,0.777306481
subtropical evergreen broad-leaved forest,598,0.319573901,0.226928896,0.092645006,82,12.76392013,931.2222222,3.430586788,40.77777778,490.8637837,94.33547643,0.169976562,0.003217889,0.811217107,364238.4975,14,0.173755556,0.741701308
subtropical evergreen broad-leaved forest,599,0.327102804,0.237518911,0.089583893,84,14.05856484,883.4444444,3.725231542,36.77777778,499.1017567,92.41073501,0.164407912,0.003111015,0.80927368,359555.103,14,0.178955556,0.589475271
subtropical evergreen broad-leaved forest,600,0.422552664,0.347338936,0.075213729,88,12.08796182,900.3333333,3.532406224,76.11111111,524.9226225,89.21171824,0.157745995,0.002895351,0.808626519,355913.5471,13,0.194,0.458548587
subtropical evergreen broad-leaved forest,601,0.477116705,0.394701987,0.082414718,98,12.31692531,916.6666667,3.483591954,91.83333333,526.2374093,87.66605026,0.16442098,0.002644816,0.805423732,352988.2484,10,0.194377778,0.397681147
subtropical evergreen broad-leaved forest,602,0.473849372,0.281428571,0.192420801,104,11.61230207,971.3333333,3.167857594,67.33333333,550.3286785,85.09123522,0.18244329,0.002469163,0.809680106,350626.633,7,0.1915,0.482558474
subtropical evergreen broad-leaved forest,603,0.442234848,0.208333333,0.233901515,113,11.60780669,1045.888889,2.718917767,51.55555556,576.7983718,81.01715461,0.193321391,0.00249803,0.802273417,348660.652,7,0.175266667,0.59744134
subtropical evergreen broad-leaved forest,604,0.363549618,0.197352587,0.166197031,113,12.73919275,1095.333333,2.905859391,58.16666667,618.2968985,77.22591019,0.194178449,0.002608511,0.789027794,345012.4418,7,0.166066667,0.650238425
subtropical evergreen broad-leaved forest,605,0.318045862,0.210161663,0.1078842,115,13.51351504,1114.555556,2.735737271,36.44444444,638.6083358,74.88365199,0.185748341,0.00268802,0.774849437,341094.2257,7,0.157055556,0.693530653
subtropical evergreen broad-leaved forest,606,0.292857143,0.23,0.062857143,114,14.41678474,1114,2.527895848,14.44444444,671.185035,72.56225606,0.172789704,0.00272208,0.782787534,338835.3025,8,0.155077778,0.69005572
subtropical evergreen broad-leaved forest,607,0.298039216,0.193693694,0.104345522,118,14.37064937,1110.666667,2.203982691,14,691.7247062,70.5028013,0.164055588,0.002723349,0.781214041,339079.6724,8,0.158077778,0.725137275
subtropical evergreen broad-leaved forest,608,0.239520958,0.158940397,0.080580561,112,14.20046763,1119.333333,2.089356528,19.22222222,705.2082195,68.48456919,0.16114533,0.002749262,0.794210472,342346.1555,7,0.1659,0.747428741
subtropical evergreen broad-leaved forest,609,0.206477733,0.163287086,0.043190646,116,14.37961344,1156.444444,2.379613452,44.33333333,728.3173355,65.04868689,0.153530639,0.002839634,0.78669276,348941.9641,5,0.166733333,0.768004635
subtropical evergreen broad-leaved forest,610,0.217391304,0.128712871,0.088678433,116,15.37063657,1172.444444,2.592858765,75.55555556,749.7598402,61.77968049,0.14723892,0.002954455,0.789820969,358999.4286,7,0.164266667,0.756450586
subtropical evergreen broad-leaved forest,611,0.256238004,0.136971047,0.119266957,119,14.98603993,1183.333333,2.81937321,78.16666667,754.0126255,59.31012197,0.139826477,0.003035413,0.784532075,372406.7552,7,0.159088889,0.758072774
subtropical evergreen broad-leaved forest,612,0.303738318,0.137731481,0.166006836,121,15.07984146,1202.444444,3.302063704,90,765.2351544,57.44866479,0.134283589,0.003059408,0.778790976,388638.2794,9,0.152644444,0.746979848
subtropical evergreen broad-leaved forest,613,0.329817833,0.11630847,0.213509363,117,15.95529282,1252.111111,3.399737279,91.88888889,777.4509501,56.07748095,0.127441601,0.002982315,0.784338335,406914.1928,9,0.150822222,0.776836034
subtropical evergreen broad-leaved forest,614,0.356603774,0.1475,0.209103774,120,16.51029864,1305.833333,3.510298689,80.33333333,788.2250135,55.09760279,0.12781815,0.002852198,0.777494744,424771.4484,9,0.152733333,0.800018035
subtropical evergreen broad-leaved forest,615,0.361136572,0.141625616,0.219510956,120,15.85658106,1384.777778,3.634358856,67.22222222,771.2112392,54.4588352,0.131110809,0.002758437,0.777808756,425803.2105,9,0.1608,0.843702012
subtropical evergreen broad-leaved forest,616,0.333962264,0.126237624,0.20772464,117,16.11161802,1422.444444,3.667173598,57,782.7699487,52.70246901,0.128631501,0.002696096,0.777055739,405766.0335,8,0.169166667,0.843999379
subtropical evergreen broad-leaved forest,617,0.357001972,0.073863636,0.283138336,114,16.43148957,1424.166667,3.76482292,47.5,793.3254039,50.89312995,0.112341989,0.002618499,0.774734766,388998.9777,8,0.173533333,0.808935699
subtropical evergreen broad-leaved forest,618,0.415718718,0.084278768,0.331439949,108,16.93394795,1401.333333,4.045059098,28.11111111,804.4896723,49.01647978,0.096694338,0.002472281,0.778783268,375765.3452,8,0.183544444,0.781436199
subtropical evergreen broad-leaved forest,619,0.422374429,0.094812165,0.327562265,96,17.86141783,1389.777778,4.083640072,6.666666667,837.2042315,47.37206399,0.091818535,0.002323851,0.78957379,366233.14,8,0.187355556,0.741314624
subtropical evergreen broad-leaved forest,620,0.436081243,0.107750473,0.32833077,91,18.23091844,1408.166667,4.230918487,9.166666667,847.8666708,46.79210936,0.091261224,0.002218863,0.792297885,360434.5871,8,0.193766667,0.719415914
subtropical evergreen broad-leaved forest,621,0.423376623,0.127701375,0.295675248,88,18.2311783,1432.777778,4.23117831,33.55555556,842.2371658,46.78221429,0.090263441,0.002109111,0.794550978,358234.5454,8,0.187577778,0.72354175
subtropical evergreen broad-leaved forest,622,0.422552664,0.110687023,0.311865641,96,17.7729549,1474.777778,4.106288221,83.33333333,818.9130832,47.32082438,0.100703277,0.00211372,0.77680476,359313.6995,8,0.181244444,0.758508678
subtropical evergreen broad-leaved forest,623,0.411764706,0.036363636,0.37540107,94,17.08104631,1517.666667,3.969935205,67.77777778,790.3494245,48.1589246,0.120266669,0.00219603,0.773072311,363155.1513,8,0.171177778,0.760181849
subtropical evergreen broad-leaved forest,624,0.380843786,0.07337884,0.307464946,94,16.24359547,1582.166667,4.076928854,45.33333333,767.6754714,49.15550399,0.126301355,0.002197107,0.770101236,368977.3782,8,0.176055556,0.714721565
subtropical evergreen broad-leaved forest,625,0.409035409,0.090225564,0.318809845,92,17.77777889,1501.777778,4.000001139,20,803.4382763,50.62152749,0.120444204,0.002110315,0.767462944,375229.6202,8,0.186466667,0.642888905
subtropical evergreen broad-leaved forest,626,0.282679739,0.152509653,0.130170086,70,17.98459372,1545.111111,3.651260429,28,805.5423335,52.91179481,0.117624323,0.00200498,0.799395682,355704.1232,6,0.1918,0.64975326
subtropical evergreen broad-leaved forest,627,0.279869067,0.180633147,0.09923592,70,17.53782298,1621.666667,3.704489589,28.66666667,784.670019,56.04653863,0.128177733,0.002003325,0.798795591,321747.1501,6,0.185255556,0.688916531
subtropical evergreen broad-leaved forest,628,0.266558966,0.204903678,0.061655288,72,17.30026855,1706,3.966935237,38.33333333,767.5081277,58.88234742,0.144944564,0.002011634,0.788164523,289800.8537,6,0.179155556,0.751686234
subtropical evergreen broad-leaved forest,629,0.278461538,0.209106239,0.069355299,72,17.63034964,1733,3.963682943,80.33333333,760.3793536,61.04468449,0.161848999,0.002027546,0.800121409,260466.2013,6,0.174133333,0.800497614
subtropical evergreen broad-leaved forest,630,0.278538813,0.212624585,0.065914228,74,17.07830386,1770,4.078303814,108,732.382306,60.57555904,0.181136398,0.002045207,0.794180562,234545.4538,8,0.164733333,0.859465315
subtropical evergreen broad-leaved forest,631,0.227419355,0.169844021,0.057575334,71,17.64017135,1738.222222,4.084615813,121.3333333,722.3756773,61.49042058,0.194923378,0.002061016,0.800729047,202389.381,8,0.1507,0.916190763
subtropical evergreen broad-leaved forest,632,0.240066225,0.140449438,0.099616787,69,18.3483206,1707.111111,4.237209479,124.5555556,698.1597429,62.59876168,0.19645,0.002039015,0.804753227,161761.4627,9,0.141866667,0.95772058
subtropical evergreen broad-leaved forest,633,0.259631491,0.176908752,0.082722738,69,18.63895832,1685.333333,4.472291629,92.83333333,688.7650857,63.01679529,0.202274247,0.002048339,0.810615763,122447.7117,6,0.142688889,0.952881482
subtropical evergreen broad-leaved forest,634,0.250883392,0.175097276,0.075786116,63,17.19916439,1712.777778,4.643608835,81.22222222,666.1580918,60.94156167,0.219002375,0.002020333,0.836775101,85529.41511,6,0.147755556,0.934088505
subtropical evergreen broad-leaved forest,635,0.235955056,0.103296703,0.132658353,60,16.01375232,1733.666667,4.569307857,85,653.6977081,58.81733277,0.23351301,0.002038414,0.841221432,51950.52035,8,0.119933333,0.871066897
