Type,FID,beta.sor,beta.sim,beta.sne,LSP,MAT,MAP,TA,PA,TSN,PSN,PCP,CWE,LSD,GMD,NVT,PDC,PSA
subtropical evergreen broad-leaved forest,1648,0.333884298,0.125813449,0.208070848,65,15.00532119,975.8333333,3.338654518,14.33333333,773.5718695,89.4460316,0.126566454,0.002435725,0.821312934,936152.2945,16,0.252555556,0.453582212
subtropical evergreen broad-leaved forest,1649,0.305,0.114649682,0.190350318,64,15.01899476,996.25,3.768994868,5.5,783.2482716,83.10919248,0.12875675,0.002425898,0.825147833,936274.0072,18,0.258466667,0.404158979
subtropical evergreen broad-leaved forest,1650,0.3273906,0.113247863,0.214142736,65,14.53196695,1017.333333,4.198633671,6.666666667,786.5394003,77.39687423,0.127909682,0.002382619,0.822463014,937914.1868,20,0.264877778,0.399654157
subtropical evergreen broad-leaved forest,1651,0.391566265,0.138592751,0.252973515,69,13.99466147,1037.666667,4.161328157,12.16666667,787.3713351,72.19256449,0.119982713,0.002426781,0.815785428,941124.457,22,0.277211111,0.411836152
subtropical evergreen broad-leaved forest,1652,0.432773109,0.10989011,0.322882999,70,13.3921407,1052.666667,4.392140706,58.5,788.7282238,68.81903296,0.116034559,0.002506518,0.810609764,945935.9906,22,0.289244444,0.463090299
subtropical evergreen broad-leaved forest,1653,0.452702703,0.053738318,0.398964385,71,12.2579453,1066.25,4.00794524,43.25,763.4160029,67.19869291,0.113509367,0.002614833,0.810219877,952363.1293,17,0.3011,0.549412194
subtropical evergreen broad-leaved forest,1654,0.475496689,0.038834951,0.436661737,71,10.19247047,1084.5,3.525803844,32.5,746.54796,66.3263312,0.114136303,0.002546128,0.809895332,960405.9463,15,0.306744444,0.659684814
subtropical evergreen broad-leaved forest,1655,0.51409396,0.052356021,0.461737939,72,10.61748088,1085.5,3.950814128,65.33333333,752.3901553,66.03858513,0.111022124,0.002372758,0.799286623,970052.0569,15,0.315577778,0.693346055
subtropical evergreen broad-leaved forest,1656,0.538569425,0.073239437,0.465329988,70,12.96652342,1059.25,3.966523349,178,781.6553852,66.37552559,0.108080834,0.002172008,0.792851325,981282.2465,14,0.3249,0.630484528
subtropical evergreen broad-leaved forest,1657,0.527607362,0.052307692,0.47529967,64,14.65191667,1029.666667,4.318583369,243.8333333,835.2959857,66.04743779,0.10448474,0.002063791,0.798366071,986973.5856,15,0.327522222,0.532763026
subtropical evergreen broad-leaved forest,1658,0.519198664,0.023728814,0.495469851,59,13.86244103,1030.666667,4.695774396,210.6666667,818.2815664,66.07008644,0.099431181,0.00198866,0.801474378,977571.3616,15,0.338666667,0.502295931
subtropical evergreen broad-leaved forest,1659,0.538175047,0.02745098,0.510724066,58,13.44499223,1037.5,4.944992185,184.5,811.9107576,65.56360371,0.088982277,0.001891378,0.805383659,969832.7294,15,0.356388889,0.497637826
subtropical evergreen broad-leaved forest,1660,0.60625,0.073529412,0.532720588,50,15.03763712,1000.833333,4.870970488,194.6666667,867.6097059,64.35397417,0.075974314,0.001774569,0.836157347,963773.5111,15,0.3947,0.429374576
subtropical evergreen broad-leaved forest,1661,0.716019417,0.181818182,0.534201236,37,15.87050344,975.6666667,4.370503465,228.8333333,900.8884259,62.81461987,0.066228012,0.001711269,0.876626589,959397.4154,15,0.482622222,0.283173806
subtropical evergreen broad-leaved forest,1662,0.780701754,0.299065421,0.481636334,33,15.79259637,969,3.79259634,230.5,911.8127677,62.2654536,0.060685045,0.001726256,0.88354354,929744.7249,16,0.575088889,0.205894933
subtropical evergreen broad-leaved forest,1663,0.761565836,0.229885057,0.531680779,25,15.56557462,968,4.065574606,210.1666667,910.7516998,62.26057469,0.062737882,0.00177181,0.878173018,897288.1934,16,0.662966667,0.217676585
subtropical evergreen broad-leaved forest,1664,0.714285714,0.156862745,0.557422969,28,15.16311629,1004.166667,4.663116217,171.5,900.8448314,62.08303142,0.064003387,0.001779549,0.871351066,865825.1878,16,0.659944444,0.349882968
subtropical evergreen broad-leaved forest,1665,0.678233438,0.105263158,0.572970281,31,15.13607637,1046.333333,4.469409625,150.1666667,904.0200324,61.59915576,0.066999939,0.001768249,0.861541863,835392.9533,13,0.6229,0.371538601
subtropical evergreen broad-leaved forest,1666,0.6875,0.099099099,0.588400901,30,15.57558596,1062.5,4.575585961,158.5,916.0773918,60.77307232,0.068782405,0.001805936,0.851414459,806192.8544,10,0.5729,0.327940026
subtropical evergreen broad-leaved forest,1667,0.711246201,0.068627451,0.64261875,30,15.65397044,1058.5,4.6539704,187.6666667,921.3271898,61.25663353,0.069365717,0.001856141,0.845376106,778333.9683,10,0.559966667,0.240705959
subtropical evergreen broad-leaved forest,1668,0.714285714,0.042553191,0.671732523,29,15.72743226,1061.5,4.72743233,184.8333333,922.1624879,61.66688237,0.070434138,0.002046692,0.845899239,751965.8151,11,0.579677778,0.235868688
subtropical evergreen broad-leaved forest,1669,0.68125,0.019230769,0.662019231,29,15.72509903,1067.25,4.725099087,171.75,920.4427029,61.17605762,0.071653173,0.002145656,0.843631643,727250.9759,11,0.604933333,0.227865617
subtropical evergreen broad-leaved forest,1670,0.663398693,0.019047619,0.644351074,29,15.70437674,1038.166667,4.704376777,164.1666667,921.4368,58.65790247,0.069401118,0.002295967,0.834187655,704354.9229,12,0.633844444,0.185642347
subtropical evergreen broad-leaved forest,1671,0.664233577,0.010752688,0.653480888,28,15.67893923,995.6666667,4.678939263,198.1666667,925.3447554,55.74743035,0.064268299,0.002402068,0.822298804,683469.8717,12,0.669688889,0.098094299
subtropical evergreen broad-leaved forest,1672,0.665217391,0.012820513,0.652396878,25,15.64628392,985.5,4.646283865,223.5,927.5349213,55.87354796,0.061951831,0.002445865,0.815182663,664785.8885,12,0.714366667,0.046267585
subtropical evergreen broad-leaved forest,1673,0.657276995,0.039473684,0.617803311,22,15.61585761,996.8333333,4.615857601,240.5,929.2382167,57.04167183,0.062641667,0.002372294,0.818723379,648493.5374,14,0.731822222,0.054256531
subtropical evergreen broad-leaved forest,1674,0.647887324,0.0625,0.585387324,19,15.58020318,992,4.580203136,192.3333333,930.0800315,59.056009,0.066203655,0.002228687,0.818916181,634777.2481,11,0.693722222,0.136937845
subtropical evergreen broad-leaved forest,1675,0.63876652,0.068181818,0.570584702,19,15.50176046,990,4.501760364,121,928.677119,60.24895036,0.068611713,0.002147162,0.825359798,623807.1812,12,0.6448,0.164124101
subtropical evergreen broad-leaved forest,1676,0.626666667,0.056179775,0.570486891,19,15.67921695,1000.166667,4.679217021,141.6666667,933.4132136,60.78119465,0.071895807,0.002098563,0.828578266,615730.3036,12,0.601422222,0.151679906
subtropical evergreen broad-leaved forest,1677,0.642857143,0.069767442,0.573089701,20,15.57203991,1014.333333,4.572040002,150,931.6983654,60.18176587,0.074436974,0.00206452,0.819485696,610661.5478,11,0.639533333,0.067064435
subtropical evergreen broad-leaved forest,1678,0.679069767,0.054794521,0.624275247,19,15.5821788,999.5,4.748845498,105,931.5139547,58.48259143,0.077745388,0.002050011,0.826867661,608665.1906,10,0.674277778,0.029824064
subtropical evergreen broad-leaved forest,1679,0.70718232,0.053571429,0.653610892,18,15.46633855,989,5.466338515,54.75,923.3649124,58.66880267,0.081353631,0.002020828,0.829822416,609764.9178,7,0.652677778,0.010234871
subtropical evergreen broad-leaved forest,1680,0.686567164,0,0.686567164,16,15.3407344,995.6666667,5.340734561,20.33333333,914.1753244,58.76512464,0.088986386,0.001990271,0.831446903,613182.5793,8,0.411933333,0.006942868
subtropical evergreen broad-leaved forest,1681,0.5625,0.066666667,0.495833333,9,15.28136801,1024.833333,5.281368017,93.33333333,894.6630354,55.51841121,0.09825189,0.001927559,0.911056557,616652.4671,8,0.222228571,0.007039365
subtropical evergreen broad-leaved forest,1682,0.454545455,0.076923077,0.377622378,8,15.28981591,1031.666667,5.289815903,196,880.0163362,54.58381217,0.105300626,0.001869635,0.929162167,620354.5911,8,0,0.00194458
Alpine vegetation on the Qinghai-Tibet Plateau,1735,0.676470588,0,0.676470588,7,0.636883106,738.3333333,3.414660878,120.5555556,700.4423542,87.21991702,0.071680218,0.001568489,0.836158466,911201.6403,9,0.4484,0.420814757
Alpine vegetation on the Qinghai-Tibet Plateau,1736,0.735294118,0,0.735294118,12,1.997112821,721,3.830446124,94.83333333,681.5687633,85.54759973,0.075859826,0.001723447,0.866822949,929843.5318,9,0.491485714,0.38171852
Alpine vegetation on the Qinghai-Tibet Plateau,1737,0.77443609,0.142857143,0.631578947,18,1.110087961,723.6666667,3.221199089,81.44444444,738.7561437,83.35082994,0.080707705,0.001866654,0.883597371,950136.4132,10,0.36755,0.326900817
Alpine vegetation on the Qinghai-Tibet Plateau,1738,0.686684073,0.104477612,0.582206461,21,-0.968045151,753.2222222,2.25417708,69.88888889,770.3964779,80.64257695,0.090071345,0.002057936,0.879795632,971976.5994,6,0.5014875,0.39074773
subtropical evergreen broad-leaved forest,1739,0.68125,0.081081081,0.600168919,34,1.551922445,743.5555556,2.440811369,64.77777778,720.11172,78.31469019,0.096506725,0.002066653,0.865483344,995261.9289,14,0.511511111,0.538397645
subtropical evergreen broad-leaved forest,1740,0.610837438,0.086705202,0.524132236,41,0.015065966,783.6666667,1.515065948,38.83333333,756.0063481,76.35787687,0.102943619,0.002113692,0.838690271,999224.9624,14,0.4974,0.71583609
subtropical evergreen broad-leaved forest,1741,0.534736842,0.108870968,0.425865874,45,6.626752318,778.5555556,2.737863421,78.88888889,733.3124753,77.80633129,0.108067945,0.002165525,0.824613474,997163.3293,14,0.385677778,0.766384253
subtropical evergreen broad-leaved forest,1742,0.463414634,0.111111111,0.352303523,48,9.736916673,772.7777778,2.959138897,41,725.1267718,83.50223372,0.10923084,0.002254646,0.824482534,993406.8941,14,0.331244444,0.700900851
subtropical evergreen broad-leaved forest,1743,0.390041494,0.072555205,0.317486289,51,13.06802951,786.3333333,2.73469619,30.66666667,717.8758613,90.35793071,0.114995666,0.002305581,0.819953964,989769.24,15,0.292822222,0.628336124
subtropical evergreen broad-leaved forest,1744,0.39334638,0.051987768,0.341358612,54,14.40878129,845.1111111,2.742114597,32.55555556,752.856929,92.63815464,0.119493091,0.002325882,0.818688993,987223.467,14,0.289222222,0.567545225
subtropical evergreen broad-leaved forest,1745,0.401088929,0.054441261,0.346647668,56,13.26508912,893.5555556,3.265089141,16.66666667,755.2292361,86.4673955,0.121954517,0.002296569,0.820646916,985954.9342,15,0.299933333,0.542568178
subtropical evergreen broad-leaved forest,1746,0.382142857,0.041551247,0.340591611,56,11.10544792,921.3333333,3.438781222,10.5,738.482955,79.55248365,0.12116959,0.002278412,0.825067837,986071.6027,19,0.308988889,0.454467856
subtropical evergreen broad-leaved forest,1747,0.369763206,0.049450549,0.320312656,56,11.53916204,951.1111111,3.539162053,9,758.7510091,76.59461298,0.120497782,0.002230358,0.823459327,987643.7238,22,0.316644444,0.44700319
subtropical evergreen broad-leaved forest,1748,0.381750466,0.072625698,0.309124767,57,11.01051272,973.5555556,3.677179363,13.22222222,762.5534238,72.53533504,0.114786723,0.002231948,0.820314094,990717.5116,23,0.320266667,0.459484494
subtropical evergreen broad-leaved forest,1749,0.42831216,0.073529412,0.354782748,62,11.78020835,981.4444444,4.002430571,24.11111111,757.0977998,69.90068793,0.106870515,0.002263612,0.809617564,995321.1257,23,0.328477778,0.526115079
subtropical evergreen broad-leaved forest,1750,0.466549296,0.056074766,0.410474529,60,13.98038541,967.3333333,4.313718796,32.16666667,801.0777903,68.61885261,0.104624885,0.002309473,0.802700385,1001468.034,18,0.340844444,0.628583502
subtropical evergreen broad-leaved forest,1751,0.512110727,0.063122924,0.448987803,61,14.4169977,959.5555556,4.30588656,90.55555556,810.5194665,67.71603869,0.101096697,0.002256663,0.799756325,1009159.157,16,0.351677778,0.720231069
subtropical evergreen broad-leaved forest,1752,0.517241379,0.038167939,0.47907344,57,14.34689123,958.6666667,4.23578016,176.5555556,816.2219889,67.25095971,0.096413183,0.00209162,0.799735123,1018384.607,16,0.362133333,0.704958744
subtropical evergreen broad-leaved forest,1753,0.540372671,0.086419753,0.453952918,53,13.66252952,968.3333333,4.495862881,178,798.0086518,67.19167081,0.09052097,0.001914662,0.796671136,1029127.203,16,0.3739,0.527411192
subtropical evergreen broad-leaved forest,1754,0.521939954,0.092105263,0.429834691,44,13.77260072,966.5555556,4.772600704,178.7777778,808.7203088,66.96296537,0.085407659,0.00180949,0.81867701,1035369.275,16,0.382866667,0.350266225
subtropical evergreen broad-leaved forest,1755,0.508905852,0.049261084,0.459644769,39,14.62277429,951.7777778,4.956107563,176.2222222,844.2243741,66.73401519,0.080348496,0.00178945,0.823973227,1026390.977,16,0.3943,0.261354297
subtropical evergreen broad-leaved forest,1756,0.55408971,0.023121387,0.530968322,38,15.28475346,943,4.951420069,169,868.3488215,65.85429899,0.072995136,0.001759191,0.838363026,1019002.743,15,0.402277778,0.292312353
subtropical evergreen broad-leaved forest,1757,0.671195652,0.110294118,0.560901535,36,15.60697331,948.4444444,4.940306611,176.8888889,884.9880545,64.35261538,0.061720658,0.001740354,0.861021785,1013217.659,15,0.448588889,0.269362592
subtropical evergreen broad-leaved forest,1758,0.778911565,0.293478261,0.485433304,31,15.69235767,960.2222222,4.692357646,232.8888889,907.1585808,62.86764506,0.055986526,0.001743523,0.883999422,993997.9425,15,0.558266667,0.202832617
subtropical evergreen broad-leaved forest,1759,0.847457627,0.557377049,0.290080578,25,15.61349824,940.3333333,4.446831624,224,916.3523618,62.66648101,0.052025569,0.001973281,0.885309251,961891.6011,16,0.7112,0.111093049
Warm temperate deciduous broad-leaved forest,1760,0.793103448,0.52,0.273103448,13,15.44034254,934.6666667,4.329231421,204.2222222,918.2445754,63.57942165,0.055492928,0.002267003,0.87913021,930720.6452,14,0.836111111,0.115971401
Warm temperate deciduous broad-leaved forest,1761,0.748148148,0.209302326,0.538845823,14,15.11273845,950.5555556,4.446071837,178,914.6150052,64.43359231,0.056745539,0.002198125,0.865234831,900540.224,13,0.858855556,0.227121189
Warm temperate deciduous broad-leaved forest,1762,0.755681818,0.12244898,0.633232839,19,15.13541314,968.8888889,4.579857561,181,918.0671929,64.57761538,0.057752429,0.002029097,0.863448596,871476.568,12,0.819822222,0.259723369
Warm temperate deciduous broad-leaved forest,1763,0.773255814,0.133333333,0.639922481,19,15.31148264,978.5,4.311482588,233.3333333,930.4580665,64.86227655,0.057503884,0.002098512,0.867170521,843659.4647,11,0.769822222,0.197064572
Warm temperate deciduous broad-leaved forest,1764,0.802721088,0.064516129,0.738204959,20,15.38311921,978,4.383119212,234.1111111,933.5062995,65.55979655,0.055602139,0.002258516,0.871331046,817205.4262,11,0.758188889,0.063356008
Warm temperate deciduous broad-leaved forest,1765,0.764227642,0.064516129,0.699711513,14,15.49074186,966.2222222,4.490741889,190.4444444,933.3677862,66.2087961,0.056018012,0.002448288,0.866868736,792251.4257,10,0.773933333,0.014579715
Warm temperate deciduous broad-leaved forest,1766,0.731034483,0,0.731034483,13,15.55292529,952.5,4.552925269,157.1666667,933.1390508,66.06946061,0.056092726,0.002317765,0.856822308,768937.3906,12,0.796011111,0.010793684
Warm temperate deciduous broad-leaved forest,1767,0.707142857,0,0.707142857,13,15.58089699,924.4444444,4.580897013,150.7777778,934.3551495,64.40926508,0.055227836,0.002311257,0.847104099,747422.0115,12,0.827488889,0.010793684
Warm temperate deciduous broad-leaved forest,1768,0.681034483,0,0.681034483,13,15.58107522,897.7777778,4.581075139,197.6666667,937.1850185,62.69110581,0.05359836,0.002383716,0.838287473,727867.0401,13,0.858044444,0.009063918
Warm temperate deciduous broad-leaved forest,1769,0.617021277,0,0.617021277,8,15.57778118,890,4.5777812,199.6666667,939.2229615,62.54114754,0.054781738,0.002520518,0.856719633,710434.6838,13,0.891522222,0.013121113
Warm temperate deciduous broad-leaved forest,1770,0.634408602,0.028571429,0.605837174,10,15.54918519,893.6666667,4.549185117,176,939.554914,64.59745098,0.054974206,0.002536998,0.824790888,695284.8893,12,0.900788889,0.036185019
Warm temperate deciduous broad-leaved forest,1771,0.673076923,0.128205128,0.544871795,11,15.46021304,893,4.460213025,138.5555556,938.6848714,66.61618705,0.057525648,0.002510493,0.810629408,682569.8945,6,0.862966667,0.109906088
Warm temperate deciduous broad-leaved forest,1772,0.704918033,0.142857143,0.56206089,15,15.33997741,900.5,4.839977423,100.8333333,937.5326724,69.60641822,0.059531073,0.002339404,0.822068343,672428.0296,6,0.820233333,0.134196466
Warm temperate deciduous broad-leaved forest,1773,0.697674419,0.113636364,0.584038055,16,15.33059717,915.5555556,4.997263802,108.6666667,937.6092936,70.47700655,0.066109028,0.002197451,0.824179327,664977.1926,7,0.773933333,0.128941441
Warm temperate deciduous broad-leaved forest,1774,0.703125,0.05,0.653125,14,15.33444099,948.2222222,5.001107693,122.1111111,934.3242238,68.96293502,0.073140242,0.002074338,0.821071447,660308.599,8,0.809122222,0.057267565
Warm temperate deciduous broad-leaved forest,1775,0.736363636,0,0.736363636,12,15.2952106,973.3333333,5.184099515,112.2222222,931.7858354,66.99265902,0.078487049,0.00201368,0.821701692,658470.2222,7,0.847888889,0.021442274
Warm temperate deciduous broad-leaved forest,1776,0.741176471,0.043478261,0.69769821,9,15.17747917,978.6666667,5.177479108,83.33333333,924.2136608,65.89877744,0.081569702,0.001876619,0.868439918,659482.1532,7,0.820111111,0.003791369
Warm temperate deciduous broad-leaved forest,1777,0.674796748,0,0.674796748,7,15.01485063,998.4444444,5.014850616,30.55555556,907.6164823,63.20414052,0.088593907,0.001794026,0.910889363,662942.3964,8,0.5892875,0.00041458
Warm temperate deciduous broad-leaved forest,1778,0.589041096,0.166666667,0.422374429,6,15.058053,1018.142857,5.058053017,72,881.7703294,59.64232456,0.09722462,0.001681562,0.921627454,662623.6809,8,0.333333333,0.000236967
Alpine vegetation on the Qinghai-Tibet Plateau,1831,0.333333333,0,0.333333333,2,1.276888898,730.6666667,3.943555554,133.6666667,711.9989527,85.67348947,0.069563717,0.00127378,0.964240937,974287.6127,7,0.25,0.249237528
Alpine vegetation on the Qinghai-Tibet Plateau,1833,0.688888889,0.222222222,0.466666667,14,1.332914379,705.1111111,3.555136628,103.1111111,732.3926163,82.13248976,0.081785227,0.00205674,0.886293342,1014392.14,6,0.55555,0.273509888
subtropical evergreen broad-leaved forest,1834,0.678362573,0.166666667,0.511695906,21,-0.164539381,732.5555556,3.057682832,88.55555556,743.0427534,79.79803935,0.090692352,0.002047541,0.864467644,1036621.962,9,0.6413625,0.490075713
subtropical evergreen broad-leaved forest,1835,0.664259928,0.122641509,0.541618418,33,0.018654511,741.3333333,2.185321172,75,782.9399718,77.90037661,0.092481233,0.002155671,0.843406018,1048966.863,16,0.664633333,0.680896906
subtropical evergreen broad-leaved forest,1836,0.635883905,0.098039216,0.537844689,37,5.423724578,710.7777778,2.868169043,93.66666667,757.3682294,77.9379269,0.094958507,0.002188445,0.827858697,1046923.449,16,0.5369,0.751724601
subtropical evergreen broad-leaved forest,1837,0.58974359,0.068783069,0.520960521,40,8.869351875,692.1111111,2.86935189,75.55555556,733.5758079,80.99632154,0.094874471,0.002226586,0.814841386,1042988.197,14,0.459,0.649095564
subtropical evergreen broad-leaved forest,1838,0.525,0.027906977,0.497093023,43,10.10408675,694.5,2.770753384,51.5,728.0129333,82.050124,0.100271679,0.002195178,0.805015837,1039446.36,11,0.390922222,0.568415252
subtropical evergreen broad-leaved forest,1839,0.497787611,0.034042553,0.463745057,46,11.05352435,739.5555556,2.49796878,46.77777778,727.59779,83.50522699,0.106805993,0.002177454,0.803841947,1036984.136,10,0.359933333,0.562556655
subtropical evergreen broad-leaved forest,1840,0.493775934,0.054263566,0.439512368,48,12.89737612,801.2222222,3.341820584,47.22222222,758.8992355,83.95474456,0.111803164,0.002137942,0.815609038,1035761.545,13,0.364188889,0.628469384
subtropical evergreen broad-leaved forest,1841,0.477822581,0.044280443,0.433542138,48,12.89217356,835.3333333,3.725506902,36.83333333,780.7987714,81.26845427,0.113300419,0.002120191,0.818858463,1035873.469,21,0.366522222,0.605958576
subtropical evergreen broad-leaved forest,1842,0.446315789,0.025925926,0.420389864,48,13.54684028,853.7777778,4.213506964,50.44444444,808.30012,78.27186196,0.114785988,0.002058982,0.816575771,1037382.477,23,0.378911111,0.639645055
subtropical evergreen broad-leaved forest,1843,0.425339367,0.011673152,0.413666215,48,14.17641085,857.4444444,4.065299749,87.44444444,834.7274034,74.68663899,0.112371098,0.002022203,0.811504109,1040329.887,24,0.3853,0.633734071
subtropical evergreen broad-leaved forest,1844,0.407317073,0.054474708,0.352842365,43,13.60545951,855.8888889,4.161014954,43.66666667,814.5260851,71.47531579,0.112142304,0.001951082,0.805251177,1044741.343,24,0.3918,0.704430351
subtropical evergreen broad-leaved forest,1845,0.378378378,0.098039216,0.280339163,41,12.75205559,858.3333333,4.085388978,34.83333333,790.0710366,69.92309757,0.106824758,0.001885368,0.807087948,1050629.392,18,0.394033333,0.765996386
subtropical evergreen broad-leaved forest,1846,0.398843931,0.0995671,0.299276831,37,11.96849998,866.3333333,4.190722201,42.66666667,774.6781832,69.0905204,0.101514937,0.001829825,0.806828103,1057995.665,16,0.409677778,0.801030178
subtropical evergreen broad-leaved forest,1847,0.405144695,0.088669951,0.316474744,33,12.22506362,869,4.113952451,86.44444444,782.4755446,68.38880435,0.094980713,0.001803954,0.810490697,1066832.136,16,0.422811111,0.738108889
subtropical evergreen broad-leaved forest,1848,0.432142857,0.14516129,0.286981567,31,13.02371872,868.5,4.523718675,123.8333333,808.6470314,68.15102468,0.085857173,0.001814322,0.818043127,1077123.037,17,0.432711111,0.586695817
subtropical evergreen broad-leaved forest,1849,0.457249071,0.16091954,0.29632953,30,13.9771227,864.6666667,4.977122678,133.2222222,833.2574512,68.35743464,0.07995013,0.001809882,0.820236009,1083878.934,17,0.427988889,0.473210764
subtropical evergreen broad-leaved forest,1850,0.47265625,0.117647059,0.355009191,25,13.88349771,868,5.216830995,115.6666667,829.3240452,68.39719772,0.075342421,0.001783879,0.833256327,1075291.672,17,0.4366,0.411794638
subtropical evergreen broad-leaved forest,1851,0.546184739,0.169117647,0.377067092,26,15.18519095,864.3333333,5.518524329,127.5,878.3778365,67.17606889,0.067582661,0.001775604,0.835217514,1068226.263,15,0.471822222,0.43935938
subtropical evergreen broad-leaved forest,1852,0.662393162,0.268518519,0.393874644,23,15.25803704,878.6666667,5.480259207,155,885.6208613,65.6423535,0.060820371,0.00176093,0.847909626,1058176.98,13,0.532133333,0.442428919
subtropical evergreen broad-leaved forest,1853,0.704142012,0.295774648,0.408367364,17,15.24853469,895.1111111,4.915201399,191.8888889,898.6073738,64.15970476,0.057370443,0.001812013,0.856216184,1026396.123,13,0.629733333,0.416405512
subtropical evergreen broad-leaved forest,1854,0.708333333,0.125,0.583333333,9,15.1168281,885.3333333,4.78349479,184.5,907.7530331,64.70573493,0.054401485,0.002050159,0.843596312,995485.231,13,0.784266667,0.316818156
Warm temperate deciduous broad-leaved forest,1855,0.739726027,0.366666667,0.373059361,9,15.21365857,871.1111111,4.546991931,177.4444444,924.6655123,65.69685822,0.049777893,0.002420493,0.83799633,965528.3587,13,0.913888889,0.224250191
Warm temperate deciduous broad-leaved forest,1856,0.701754386,0.451612903,0.250141483,8,15.02057983,875.6666667,4.798357646,171.8888889,927.393799,67.3843693,0.047390521,0.002662056,0.840638751,936617.5334,13,0.981477778,0.191085683
Warm temperate deciduous broad-leaved forest,1857,0.720588235,0.424242424,0.296345811,7,14.97759251,882.3333333,4.644259082,196.8888889,934.077415,69.24975309,0.048530909,0.002689196,0.842766337,908853.0501,12,0.959255556,0.139798982
Warm temperate deciduous broad-leaved forest,1858,0.722772277,0.3,0.422772277,7,15.17144442,876.6666667,4.338111162,291.8333333,944.4912667,70.27731348,0.050097789,0.00286279,0.856442502,882343.5761,11,0.8916625,0.096312993
Warm temperate deciduous broad-leaved forest,1859,0.652173913,0,0.652173913,5,15.2108437,872.8888889,4.210843722,247.6666667,946.3362993,71.40457536,0.051525938,0.003419523,0.896159182,857205.9792,9,0.828571429,0.014843186
Warm temperate deciduous broad-leaved forest,1860,0.631578947,0,0.631578947,5,15.28192485,866.5555556,4.281924831,181.7777778,947.8721931,72.5058135,0.052302369,0.00329995,0.903358619,833560.2387,10,0.8,0
Warm temperate deciduous broad-leaved forest,1861,0.685714286,0,0.685714286,6,15.36065103,850,4.360651016,136.3333333,948.2493939,72.74133069,0.049372444,0.003022347,0.911802993,811538.6484,13,0.876185714,0
Warm temperate deciduous broad-leaved forest,1862,0.682242991,0,0.682242991,6,15.41538073,828.2222222,4.415380743,113.4444444,951.7433769,72.79936792,0.04822137,0.002805257,0.914251196,791280.4013,13,0.808325,0
Warm temperate deciduous broad-leaved forest,1863,0.681818182,0,0.681818182,6,15.42777657,806.4444444,4.427776496,126.1111111,959.5289958,72.91205838,0.047045119,0.002729778,0.91881347,772924.4823,12,0.833322222,0.001375661
Warm temperate deciduous broad-leaved forest,1864,0.616161616,0,0.616161616,6,15.44719443,790.5,4.447194497,117,962.750945,73.27272641,0.048042236,0.002675368,0.908319853,756609.6502,8,0.833325,0.014761252
Warm temperate deciduous broad-leaved forest,1865,0.6,0,0.6,6,15.50135648,786.1111111,4.501356496,92.22222222,962.2152325,74.69307926,0.047946979,0.002611496,0.89549675,742470.725,8,0.8541625,0.036265019
Warm temperate deciduous broad-leaved forest,1866,0.605263158,0.117647059,0.487616099,5,15.42304633,793.8888889,4.423046324,95.77777778,959.5552679,78.2541863,0.050585625,0.00252515,0.830203833,730634.2613,6,0.71875,0.085868497
Warm temperate deciduous broad-leaved forest,1867,0.638297872,0.105263158,0.533034714,5,15.29809728,809.8333333,4.798097293,97.83333333,953.6807574,81.1993464,0.05291573,0.002347941,0.823197979,721213.8156,6,0.722222222,0.094351475
Warm temperate deciduous broad-leaved forest,1868,0.595744681,0,0.595744681,4,15.06602663,830.3333333,5.066026582,90.55555556,942.5902849,82.81333367,0.061843011,0.002236778,0.843812672,714305.1302,5,0.805555556,0.078781989
Warm temperate deciduous broad-leaved forest,1869,0.613636364,0,0.613636364,4,15.00772338,882.5555556,5.007723384,84.33333333,938.0070776,77.96647564,0.069718746,0.002151762,0.856335478,709981.6397,6,0.944444444,0.033314347
Warm temperate deciduous broad-leaved forest,1870,0.627118644,0,0.627118644,4,14.92194908,920.6666667,4.921949175,84.44444444,932.9519779,74.14451653,0.076517767,0.002024573,0.874344855,708279.1968,7,0.96875,0.003988095
Warm temperate deciduous broad-leaved forest,1871,0.6,0.142857143,0.457142857,4,14.75705564,967.3333333,4.75705568,70.33333333,924.9335105,73.15464181,0.081057047,0.0017158,0.854892084,709215.6056,6,1,0
Warm temperate deciduous broad-leaved forest,1872,0.5,0,0.5,3,14.61631823,1000,4.72742939,27,908.9279379,69.96608985,0.090021644,0.0013988,0.839128369,712712.447,6,0.8,0
subtropical evergreen broad-leaved forest,1929,0.716981132,0.210526316,0.506454816,14,0.684512149,700.8333333,3.184512099,115.3333333,736.19357,82.10718948,0.075996333,0.001960232,0.862512776,1078693.52,7,0.7723125,0.504529824
subtropical evergreen broad-leaved forest,1930,0.630573248,0.171428571,0.459144677,16,1.732513017,700.5,2.982513011,106.75,750.6122311,79.91364678,0.083430099,0.002194989,0.835664539,1098713.017,7,0.819544444,0.69291412
subtropical evergreen broad-leaved forest,1931,0.665198238,0.11627907,0.548919168,29,3.962618034,690,2.6292847,97.33333333,763.2401519,79.13532431,0.081181181,0.002271062,0.830198455,1096687.342,8,0.701511111,0.737927567
subtropical evergreen broad-leaved forest,1932,0.653061224,0.097345133,0.555716092,30,8.313397589,636.6666667,2.980064273,81.83333333,755.3440362,80.25134754,0.080902249,0.002307672,0.832307433,1092580.703,11,0.599655556,0.582700637
