species,longitude,latitude
Cinnamomum_cassia,106.70 ,22.31 
Cinnamomum_cassia,106.70 ,22.39 
Cinnamomum_cassia,106.70 ,22.30 
Cinnamomum_cassia,106.70 ,22.39 
Cinnamomum_cassia,106.70 ,22.31 
Cinnamomum_cassia,106.70 ,22.30 
Cinnamomum_cassia,106.71 ,22.31 
Cinnamomum_cassia,106.71 ,22.30 
Cinnamomum_cassia,106.71 ,22.31 
Cinnamomum_cassia,106.72 ,22.30 
Cinnamomum_cassia,106.73 ,22.25 
Cinnamomum_cassia,106.74 ,22.91 
Cinnamomum_cassia,106.75 ,22.91 
Cinnamomum_cassia,106.75 ,22.91 
Cinnamomum_cassia,106.76 ,22.91 
Cinnamomum_cassia,106.83 ,22.65 
Cinnamomum_cassia,106.96 ,22.94 
Cinnamomum_cassia,107.07 ,22.86 
Cinnamomum_cassia,107.10 ,22.68 
Cinnamomum_cassia,107.11 ,22.68 
Cinnamomum_cassia,107.11 ,22.68 
Cinnamomum_cassia,107.11 ,22.44 
Cinnamomum_cassia,107.11 ,22.88 
Cinnamomum_cassia,107.12 ,22.43 
Cinnamomum_cassia,107.18 ,22.45 
Cinnamomum_cassia,107.19 ,22.85 
Cinnamomum_cassia,107.20 ,22.85 
Cinnamomum_cassia,107.31 ,21.81 
Cinnamomum_cassia,107.53 ,21.62 
Cinnamomum_cassia,107.70 ,21.82 
Cinnamomum_cassia,107.72 ,21.92 
Cinnamomum_cassia,107.72 ,21.65 
Cinnamomum_cassia,107.89 ,21.73 
Cinnamomum_cassia,107.89 ,21.74 
Cinnamomum_cassia,107.91 ,21.88 
Cinnamomum_cassia,107.91 ,21.87 
Cinnamomum_cassia,107.96 ,22.03 
Cinnamomum_cassia,107.99 ,21.83 
Cinnamomum_cassia,108.04 ,21.83 
Cinnamomum_cassia,108.11 ,21.94 
Cinnamomum_cassia,108.21 ,21.88 
Cinnamomum_cassia,108.44 ,23.48 
Cinnamomum_cassia,108.52 ,23.43 
Cinnamomum_cassia,109.06 ,22.43 
Cinnamomum_cassia,109.07 ,22.43 
Cinnamomum_cassia,109.28 ,22.62 
Cinnamomum_cassia,109.88 ,25.65 
Cinnamomum_cassia,109.88 ,22.58 
Cinnamomum_cassia,110.01 ,22.24 
Cinnamomum_cassia,110.05 ,25.53 
Cinnamomum_cassia,110.06 ,25.55 
Cinnamomum_cassia,110.07 ,25.54 
Cinnamomum_cassia,110.07 ,25.54 
Cinnamomum_cassia,110.07 ,25.54 
Cinnamomum_cassia,110.08 ,25.54 
Cinnamomum_cassia,110.08 ,25.54 
Cinnamomum_cassia,110.08 ,25.52 
Cinnamomum_cassia,110.09 ,25.83 
Cinnamomum_cassia,110.11 ,24.07 
Cinnamomum_cassia,110.11 ,24.17 
Cinnamomum_cassia,110.13 ,24.26 
Cinnamomum_cassia,110.13 ,24.25 
Cinnamomum_cassia,110.13 ,24.26 
Cinnamomum_cassia,110.26 ,23.93 
Cinnamomum_cassia,110.26 ,23.93 
Cinnamomum_cassia,110.26 ,23.94 
Cinnamomum_cassia,110.27 ,23.93 
Cinnamomum_cassia,110.27 ,23.94 
Cinnamomum_cassia,110.27 ,23.93 
Cinnamomum_cassia,110.27 ,23.94 
Cinnamomum_cassia,110.28 ,23.93 
Cinnamomum_cassia,110.30 ,22.83 
Cinnamomum_cassia,110.30 ,23.06 
Cinnamomum_cassia,110.30 ,25.10 
Cinnamomum_cassia,110.30 ,25.10 
Cinnamomum_cassia,110.30 ,25.10 
Cinnamomum_cassia,110.33 ,23.92 
Cinnamomum_cassia,110.33 ,23.93 
Cinnamomum_cassia,110.34 ,22.91 
Cinnamomum_cassia,110.35 ,22.64 
Cinnamomum_cassia,110.35 ,22.64 
Cinnamomum_cassia,110.35 ,25.11 
Cinnamomum_cassia,110.36 ,22.78 
Cinnamomum_cassia,110.36 ,23.19 
Cinnamomum_cassia,110.36 ,23.19 
Cinnamomum_cassia,110.36 ,23.19 
Cinnamomum_cassia,110.36 ,22.80 
Cinnamomum_cassia,110.42 ,24.30 
Cinnamomum_cassia,110.45 ,22.98 
Cinnamomum_cassia,110.46 ,22.98 
Cinnamomum_cassia,110.48 ,23.98 
Cinnamomum_cassia,110.49 ,22.93 
Cinnamomum_cassia,110.63 ,22.34 
Cinnamomum_cassia,110.63 ,22.42 
Cinnamomum_cassia,110.66 ,22.53 
Cinnamomum_cassia,110.69 ,22.51 
Cinnamomum_cassia,110.70 ,24.40 
Cinnamomum_cassia,110.71 ,23.65 
Cinnamomum_cassia,110.72 ,23.38 
Cinnamomum_cassia,110.73 ,22.59 
Cinnamomum_cassia,110.73 ,22.59 
Cinnamomum_cassia,110.74 ,22.59 
Cinnamomum_cassia,110.74 ,24.38 
Cinnamomum_cassia,110.79 ,24.01 
Cinnamomum_cassia,110.79 ,24.01 
Cinnamomum_cassia,110.85 ,24.00 
Cinnamomum_cassia,110.85 ,24.00 
Cinnamomum_cassia,110.86 ,22.62 
Cinnamomum_cassia,110.95 ,24.05 
Cinnamomum_cassia,110.95 ,24.05 
Cinnamomum_cassia,111.10 ,23.10 
Cinnamomum_cassia,111.10 ,22.89 
Cinnamomum_cassia,111.29 ,22.90 
Cinnamomum_cassia,111.29 ,22.90 
Cinnamomum_cassia,111.33 ,23.37 
Cinnamomum_cassia,111.33 ,23.38 
Cinnamomum_cassia,111.33 ,23.46 
Cinnamomum_cassia,111.33 ,23.38 
Cinnamomum_cassia,111.33 ,23.45 
Cinnamomum_cassia,111.60 ,23.68 
Cinnamomum_cassia,110.34 ,23.11 
Cinnamomum_cassia,120.78 ,24.19 
Cinnamomum_cassia,101.35 ,21.68 
Cinnamomum_cassia,111.57 ,22.77 
Cinnamomum_cassia,110.24 ,24.18 
Cinnamomum_cassia,108.35 ,21.63 
Cinnamomum_cassia,121.54 ,25.02 
Cinnamomum_cassia,101.57 ,21.48 
Cinnamomum_cassia,107.11 ,22.76 
Cinnamomum_cassia,106.82 ,22.39 
Cinnamomum_cassia,111.03 ,22.45 
Cinnamomum_cassia,108.05 ,21.61 
Cinnamomum_cassia,108.30 ,22.65 
Cinnamomum_cassia,110.04 ,25.74 
Cinnamomum_cassia,111.27 ,23.25 
Cinnamomum_cassia,110.80 ,24.61 
Cinnamomum_cassia,111.29 ,23.49 
Cinnamomum_cassia,107.96 ,22.10 
Cinnamomum_cassia,106.29 ,23.16 
Cinnamomum_cassia,106.63 ,23.40 
Cinnamomum_cassia,110.05 ,25.26 
Cinnamomum_cassia,110.99 ,24.10 
Cinnamomum_cassia,110.62 ,22.85 
Cinnamomum_cassia,111.02 ,22.93 
Cinnamomum_cassia,110.16 ,22.64 
Cinnamomum_cassia,110.48 ,22.52 
Cinnamomum_cassia,110.35 ,25.18 
Cinnamomum_cassia,110.46 ,23.52 
Cinnamomum_cassia,108.00 ,21.74 
Cinnamomum_cassia,121.53 ,25.01 
Cinnamomum_cassia,108.62 ,23.50 
Cinnamomum_cassia,112.46 ,23.06 
Cinnamomum_cassia,121.51 ,25.03 
Cinnamomum_cassia,113.05 ,23.69 
Cinnamomum_cassia,121.50 ,25.03 
Cinnamomum_cassia,120.80 ,21.97 
Cinnamomum_cassia,120.87 ,23.92 
Cinnamomum_cassia,107.61 ,22.82 
Cinnamomum_cassia,112.00 ,21.80 
Cinnamomum_cassia,109.06 ,25.12 
Cinnamomum_cassia,110.31 ,23.17 
Cinnamomum_cassia,113.53 ,22.88 
Cinnamomum_cassia,110.82 ,24.32 
Cinnamomum_cassia,115.26 ,23.45 
Cinnamomum_cassia,113.82 ,29.23 
Cinnamomum_cassia,104.86 ,27.23 
Cinnamomum_cassia,111.11 ,22.48 
Cinnamomum_cassia,110.13 ,24.26 
Cinnamomum_cassia,110.10 ,24.07 
Cinnamomum_cassia,107.83 ,21.68 
Cinnamomum_cassia,107.10 ,22.88 
Cinnamomum_cassia,107.09 ,22.68 
Cinnamomum_cassia,106.58 ,22.47 
Cinnamomum_cassia,111.11 ,22.48 
Cinnamomum_cassia,106.58 ,22.47 
Cinnamomum_cassia,112.53 ,23.27 
Cinnamomum_cassia,112.56 ,23.19 
Cinnamomum_cassia,112.56 ,23.18 
Cinnamomum_cassia,112.54 ,23.18 
Cinnamomum_cassia,110.69 ,22.51 
Cinnamomum_cassia,110.41 ,18.98 
Cinnamomum_cassia,110.76 ,23.06 
Cinnamomum_cassia,105.50 ,25.02 
Cinnamomum_cassia,106.27 ,23.69 
Cinnamomum_cassia,109.24 ,22.48 
Cinnamomum_cassia,106.27 ,23.69 
Cinnamomum_cassia,106.41 ,23.12 
Cinnamomum_cassia,110.99 ,23.65 
Cinnamomum_cassia,110.62 ,22.35 
Cinnamomum_cassia,111.61 ,23.62 
Cinnamomum_cassia,110.70 ,24.41 
Cinnamomum_cassia,106.63 ,23.13 
Cinnamomum_cassia,107.71 ,21.83 
Cinnamomum_cassia,106.75 ,24.96 
Cinnamomum_cassia,106.75 ,24.96 
Cinnamomum_cassia,112.54 ,23.27 
Cinnamomum_cassia,110.63 ,22.43 
Cinnamomum_cassia,111.57 ,22.47 
Cinnamomum_cassia,109.88 ,22.59 
Cinnamomum_cassia,110.06 ,25.55 
Cinnamomum_cassia,110.06 ,25.54 
Cinnamomum_cassia,111.43 ,21.90 
Cinnamomum_cassia,110.29 ,25.11 
Cinnamomum_cassia,110.29 ,25.11 
Cinnamomum_cassia,107.55 ,21.72 
Cinnamomum_cassia,107.64 ,21.75 
Cinnamomum_cassia,108.27 ,21.80 
Cinnamomum_cassia,111.32 ,23.38 
Cinnamomum_cassia,110.89 ,21.48 
Cinnamomum_cassia,112.00 ,21.91 
Cinnamomum_cassia,108.51 ,23.40 
Cinnamomum_cassia,112.46 ,23.14 
Cinnamomum_cassia,112.85 ,22.46 
Cinnamomum_cassia,111.14 ,22.36 
Cinnamomum_cassia,111.14 ,22.36 
Cinnamomum_cassia,111.00 ,22.63 
Cinnamomum_cassia,112.98 ,23.54 
Cinnamomum_cassia,113.23 ,23.12 
Cinnamomum_cassia,111.12 ,22.48 
Cinnamomum_cassia,108.36 ,22.85 
Cinnamomum_cassia,120.09 ,30.20 
Cinnamomum_cassia,118.39 ,28.99 
Cinnamomum_cassia,121.06 ,28.38 
Cinnamomum_cassia,121.83 ,29.90 
Cinnamomum_cassia,119.50 ,30.34 
Cinnamomum_cassia,120.15 ,30.22 
Cinnamomum_cassia,119.98 ,27.40 
Cinnamomum_cassia,110.27 ,23.94 
Cinnamomum_cassia,114.17 ,22.30 
Cinnamomum_cassia,119.99 ,26.89 
Cinnamomum_cassia,112.90 ,25.09 
Cinnamomum_cassia,110.13 ,24.26 
Cinnamomum_cassia,106.70 ,22.30 
Cinnamomum_cassia,106.04 ,23.71 
Cinnamomum_cassia,106.81 ,22.98 
Cinnamomum_cassia,105.60 ,23.14 
Cinnamomum_cassia,101.65 ,22.57 
Cinnamomum_cassia,110.73 ,22.59 
Cinnamomum_cassia,108.79 ,28.09 
Cinnamomum_cassia,107.45 ,26.25 
Cinnamomum_cassia,119.19 ,31.62 
Cinnamomum_cassia,120.13 ,30.22 
Cinnamomum_cassia,112.84 ,24.98 
Cinnamomum_cassia,105.84 ,23.44 
Cinnamomum_cassia,106.27 ,23.69 
Cinnamomum_cassia,107.35 ,22.41 
Cinnamomum_cassia,104.73 ,23.07 
Cinnamomum_cassia,103.96 ,22.81 
Cinnamomum_cassia,107.31 ,21.82 
Cinnamomum_cassia,103.80 ,22.98 
Cinnamomum_cassia,106.58 ,22.47 
Cinnamomum_cassia,120.05 ,30.25 
Cinnamomum_cassia,110.70 ,23.66 
Cinnamomum_cassia,105.97 ,24.16 
Cinnamomum_cassia,117.77 ,28.36 
Cinnamomum_cassia,107.95 ,21.82 
Cinnamomum_cassia,101.28 ,21.91 
Cinnamomum_cassia,109.20 ,27.73 
Cinnamomum_cassia,117.20 ,27.84 
Cinnamomum_cassia,108.33 ,22.88 
Cinnamomum_cassia,118.93 ,30.06 
Cinnamomum_cassia,121.79 ,29.80 
Cinnamomum_cassia,108.55 ,22.18 
Cinnamomum_cassia,108.35 ,22.93 
Cinnamomum_cassia,117.28 ,24.63 
Cinnamomum_cassia,107.75 ,21.66 
Cinnamomum_cassia,111.85 ,22.97 
Cinnamomum_cassia,108.47 ,23.02 
Cinnamomum_cassia,114.22 ,23.02 
Cinnamomum_cassia,112.00 ,23.44 
Cinnamomum_cassia,110.05 ,22.62 
Cinnamomum_cassia,110.99 ,22.92 
Cinnamomum_cassia,107.85 ,21.69 
Cinnamomum_cassia,108.29 ,22.80 
Cinnamomum_cassia,109.93 ,23.53 
Cinnamomum_cassia,117.53 ,25.01 
Cinnamomum_cassia,117.51 ,24.93 
Cinnamomum_cassia,113.20 ,23.07 
Cinnamomum_cassia,110.91 ,23.38 
Cinnamomum_cassia,112.73 ,23.33 
Cinnamomum_cassia,118.45 ,25.33 
Cinnamomum_cassia,111.54 ,23.84 
Cinnamomum_cassia,117.26 ,25.60 
Cinnamomum_cassia,119.64 ,27.09 
Cinnamomum_cassia,107.96 ,21.66 
Cinnamomum_cassia,111.43 ,23.53 
Cinnamomum_chartophyllum,100.42 ,22.01 
Cinnamomum_chartophyllum,101.28 ,21.92 
Cinnamomum_chartophyllum,103.22 ,22.78 
Cinnamomum_chartophyllum,100.81 ,22.78 
Cinnamomum_chartophyllum,101.35 ,21.68 
Cinnamomum_chartophyllum,100.80 ,22.01 
Cinnamomum_chartophyllum,102.91 ,22.69 
Cinnamomum_chartophyllum,101.56 ,21.46 
Cinnamomum_chartophyllum,100.80 ,22.01 
Cinnamomum_chartophyllum,101.20 ,22.21 
Cinnamomum_chartophyllum,101.26 ,21.94 
Cinnamomum_chartophyllum,103.07 ,22.64 
Cinnamomum_chartophyllum,103.07 ,22.64 
Cinnamomum_contractum,101.40 ,25.01 
Cinnamomum_contractum,98.75 ,24.17 
Cinnamomum_contractum,98.76 ,24.17 
Cinnamomum_contractum,99.02 ,27.60 
Cinnamomum_contractum,99.03 ,27.76 
Cinnamomum_contractum,99.65 ,24.11 
Cinnamomum_contractum,99.65 ,23.96 
Cinnamomum_contractum,99.67 ,24.10 
Cinnamomum_contractum,99.69 ,27.26 
Cinnamomum_contractum,99.70 ,24.05 
Cinnamomum_contractum,102.79 ,26.02 
Cinnamomum_contractum,102.79 ,26.02 
Cinnamomum_contractum,102.59 ,25.87 
Cinnamomum_contractum,99.29 ,27.18 
Cinnamomum_contractum,99.70 ,27.83 
Cinnamomum_contractum,100.23 ,26.87 
Cinnamomum_contractum,99.81 ,27.16 
Cinnamomum_contractum,102.96 ,26.36 
Cinnamomum_contractum,100.05 ,25.46 
Cinnamomum_contractum,99.03 ,27.76 
Cinnamomum_contractum,102.78 ,26.03 
Cinnamomum_glanduliferum,97.65 ,24.61 
Cinnamomum_glanduliferum,98.46 ,25.44 
Cinnamomum_glanduliferum,98.82 ,28.19 
Cinnamomum_glanduliferum,98.87 ,28.29 
Cinnamomum_glanduliferum,99.05 ,27.70 
Cinnamomum_glanduliferum,99.33 ,25.88 
Cinnamomum_glanduliferum,99.41 ,27.61 
Cinnamomum_glanduliferum,99.68 ,25.53 
Cinnamomum_glanduliferum,99.98 ,23.46 
Cinnamomum_glanduliferum,100.20 ,28.25 
Cinnamomum_glanduliferum,100.26 ,28.11 
Cinnamomum_glanduliferum,100.32 ,28.07 
Cinnamomum_glanduliferum,100.43 ,21.81 
Cinnamomum_glanduliferum,100.45 ,21.97 
Cinnamomum_glanduliferum,100.50 ,21.50 
Cinnamomum_glanduliferum,100.51 ,21.49 
Cinnamomum_glanduliferum,100.67 ,25.99 
Cinnamomum_glanduliferum,100.68 ,21.59 
Cinnamomum_glanduliferum,101.17 ,28.35 
Cinnamomum_glanduliferum,101.44 ,24.13 
Cinnamomum_glanduliferum,101.87 ,26.93 
Cinnamomum_glanduliferum,101.98 ,27.04 
Cinnamomum_glanduliferum,102.29 ,26.86 
Cinnamomum_glanduliferum,102.35 ,24.19 
Cinnamomum_glanduliferum,102.37 ,25.53 
Cinnamomum_glanduliferum,102.65 ,25.66 
Cinnamomum_glanduliferum,102.83 ,26.20 
Cinnamomum_glanduliferum,103.38 ,29.58 
Cinnamomum_glanduliferum,103.88 ,23.29 
Cinnamomum_glanduliferum,104.53 ,28.68 
Cinnamomum_glanduliferum,106.70 ,26.60 
Cinnamomum_glanduliferum,107.32 ,25.42 
Cinnamomum_glanduliferum,107.95 ,25.35 
Cinnamomum_glanduliferum,108.70 ,27.91 
Cinnamomum_glanduliferum,109.13 ,28.18 
Cinnamomum_glanduliferum,109.15 ,26.22 
Cinnamomum_glanduliferum,109.86 ,25.72 
Cinnamomum_glanduliferum,107.20 ,28.24 
Cinnamomum_glanduliferum,108.41 ,27.98 
Cinnamomum_glanduliferum,98.32 ,28.03 
Cinnamomum_glanduliferum,98.33 ,28.08 
Cinnamomum_glanduliferum,98.33 ,27.87 
Cinnamomum_glanduliferum,98.34 ,27.88 
Cinnamomum_glanduliferum,98.34 ,27.86 
Cinnamomum_glanduliferum,98.34 ,27.93 
Cinnamomum_glanduliferum,98.49 ,27.76 
Cinnamomum_glanduliferum,98.51 ,24.84 
Cinnamomum_glanduliferum,98.59 ,25.23 
Cinnamomum_glanduliferum,98.61 ,25.24 
Cinnamomum_glanduliferum,98.65 ,25.44 
Cinnamomum_glanduliferum,98.65 ,24.88 
Cinnamomum_glanduliferum,98.74 ,24.16 
Cinnamomum_glanduliferum,98.83 ,27.40 
Cinnamomum_glanduliferum,98.88 ,26.93 
Cinnamomum_glanduliferum,98.92 ,28.02 
Cinnamomum_glanduliferum,98.93 ,28.07 
Cinnamomum_glanduliferum,98.93 ,28.07 
Cinnamomum_glanduliferum,99.41 ,27.60 
Cinnamomum_glanduliferum,99.41 ,27.61 
Cinnamomum_glanduliferum,99.42 ,22.13 
Cinnamomum_glanduliferum,99.48 ,25.55 
Cinnamomum_glanduliferum,99.57 ,24.92 
Cinnamomum_glanduliferum,99.61 ,24.98 
Cinnamomum_glanduliferum,99.64 ,24.10 
Cinnamomum_glanduliferum,99.65 ,24.82 
Cinnamomum_glanduliferum,99.64 ,24.12 
Cinnamomum_glanduliferum,99.69 ,25.54 
Cinnamomum_glanduliferum,99.70 ,24.05 
Cinnamomum_glanduliferum,99.71 ,24.20 
Cinnamomum_glanduliferum,99.72 ,24.84 
Cinnamomum_glanduliferum,99.73 ,26.45 
Cinnamomum_glanduliferum,99.89 ,27.06 
Cinnamomum_glanduliferum,99.93 ,25.62 
Cinnamomum_glanduliferum,99.95 ,25.80 
Cinnamomum_glanduliferum,99.95 ,25.80 
Cinnamomum_glanduliferum,100.00 ,23.27 
Cinnamomum_glanduliferum,100.04 ,26.06 
Cinnamomum_glanduliferum,100.07 ,25.74 
Cinnamomum_glanduliferum,100.08 ,27.08 
Cinnamomum_glanduliferum,100.09 ,27.09 
Cinnamomum_glanduliferum,100.09 ,27.06 
Cinnamomum_glanduliferum,100.08 ,25.66 
Cinnamomum_glanduliferum,100.12 ,25.66 
Cinnamomum_glanduliferum,100.11 ,27.16 
Cinnamomum_glanduliferum,100.13 ,26.24 
Cinnamomum_glanduliferum,100.22 ,25.42 
Cinnamomum_glanduliferum,100.24 ,26.90 
Cinnamomum_glanduliferum,100.30 ,26.28 
Cinnamomum_glanduliferum,100.34 ,22.01 
Cinnamomum_glanduliferum,100.39 ,25.96 
Cinnamomum_glanduliferum,100.46 ,21.96 
Cinnamomum_glanduliferum,100.62 ,24.43 
Cinnamomum_glanduliferum,100.73 ,24.48 
Cinnamomum_glanduliferum,100.73 ,24.49 
Cinnamomum_glanduliferum,100.96 ,22.78 
Cinnamomum_glanduliferum,101.17 ,28.36 
Cinnamomum_glanduliferum,101.27 ,27.95 
Cinnamomum_glanduliferum,101.40 ,25.01 
Cinnamomum_glanduliferum,101.63 ,24.88 
Cinnamomum_glanduliferum,101.77 ,23.59 
Cinnamomum_glanduliferum,101.77 ,26.76 
Cinnamomum_glanduliferum,101.85 ,24.61 
Cinnamomum_glanduliferum,101.85 ,26.92 
Cinnamomum_glanduliferum,101.87 ,26.93 
Cinnamomum_glanduliferum,101.96 ,25.74 
Cinnamomum_glanduliferum,101.98 ,27.04 
Cinnamomum_glanduliferum,101.98 ,27.05 
Cinnamomum_glanduliferum,102.02 ,25.15 
Cinnamomum_glanduliferum,102.06 ,23.66 
Cinnamomum_glanduliferum,102.08 ,24.62 
Cinnamomum_glanduliferum,102.10 ,23.67 
Cinnamomum_glanduliferum,102.10 ,24.77 
Cinnamomum_glanduliferum,102.10 ,25.51 
Cinnamomum_glanduliferum,102.10 ,25.51 
Cinnamomum_glanduliferum,102.11 ,25.51 
Cinnamomum_glanduliferum,102.11 ,23.67 
Cinnamomum_glanduliferum,102.13 ,25.65 
Cinnamomum_glanduliferum,102.25 ,25.53 
Cinnamomum_glanduliferum,102.26 ,25.53 
Cinnamomum_glanduliferum,102.26 ,25.53 
Cinnamomum_glanduliferum,102.28 ,25.65 
Cinnamomum_glanduliferum,102.30 ,24.30 
Cinnamomum_glanduliferum,102.33 ,25.58 
Cinnamomum_glanduliferum,102.40 ,24.17 
Cinnamomum_glanduliferum,102.44 ,25.23 
Cinnamomum_glanduliferum,102.44 ,25.23 
Cinnamomum_glanduliferum,102.47 ,22.90 
Cinnamomum_glanduliferum,102.63 ,25.10 
Cinnamomum_glanduliferum,102.67 ,24.10 
Cinnamomum_glanduliferum,102.73 ,25.40 
Cinnamomum_glanduliferum,102.72 ,25.40 
Cinnamomum_glanduliferum,102.72 ,25.39 
Cinnamomum_glanduliferum,102.73 ,25.40 
Cinnamomum_glanduliferum,102.74 ,25.14 
Cinnamomum_glanduliferum,102.90 ,26.41 
Cinnamomum_glanduliferum,102.90 ,26.41 
Cinnamomum_glanduliferum,102.92 ,25.43 
Cinnamomum_glanduliferum,102.94 ,25.32 
Cinnamomum_glanduliferum,103.07 ,27.42 
Cinnamomum_glanduliferum,103.11 ,24.88 
Cinnamomum_glanduliferum,103.64 ,28.48 
Cinnamomum_glanduliferum,103.81 ,25.92 
Cinnamomum_glanduliferum,103.95 ,27.48 
Cinnamomum_glanduliferum,103.99 ,23.26 
Cinnamomum_glanduliferum,104.00 ,23.31 
Cinnamomum_glanduliferum,104.04 ,28.78 
Cinnamomum_glanduliferum,104.38 ,23.40 
Cinnamomum_glanduliferum,104.52 ,28.68 
Cinnamomum_glanduliferum,104.60 ,28.77 
Cinnamomum_glanduliferum,104.61 ,28.77 
Cinnamomum_glanduliferum,104.72 ,25.27 
Cinnamomum_glanduliferum,104.88 ,24.93 
Cinnamomum_glanduliferum,104.89 ,24.94 
Cinnamomum_glanduliferum,105.15 ,27.28 
Cinnamomum_glanduliferum,105.20 ,26.31 
Cinnamomum_glanduliferum,105.21 ,26.31 
Cinnamomum_glanduliferum,105.28 ,27.32 
Cinnamomum_glanduliferum,105.52 ,25.35 
Cinnamomum_glanduliferum,105.62 ,25.02 
Cinnamomum_glanduliferum,105.76 ,28.60 
Cinnamomum_glanduliferum,105.77 ,28.59 
Cinnamomum_glanduliferum,106.10 ,31.79 
Cinnamomum_glanduliferum,106.73 ,26.63 
Cinnamomum_glanduliferum,106.74 ,26.70 
Cinnamomum_glanduliferum,107.24 ,28.99 
Cinnamomum_glanduliferum,107.62 ,28.86 
Cinnamomum_glanduliferum,107.89 ,25.26 
Cinnamomum_glanduliferum,107.95 ,25.35 
Cinnamomum_glanduliferum,107.97 ,25.41 
Cinnamomum_glanduliferum,108.05 ,27.14 
Cinnamomum_glanduliferum,108.15 ,26.34 
Cinnamomum_glanduliferum,108.17 ,26.36 
Cinnamomum_glanduliferum,108.17 ,26.36 
Cinnamomum_glanduliferum,108.17 ,26.35 
Cinnamomum_glanduliferum,108.18 ,26.36 
Cinnamomum_glanduliferum,108.18 ,26.35 
Cinnamomum_glanduliferum,108.26 ,26.47 
Cinnamomum_glanduliferum,108.30 ,28.65 
Cinnamomum_glanduliferum,108.37 ,25.65 
Cinnamomum_glanduliferum,108.42 ,25.21 
Cinnamomum_glanduliferum,108.47 ,25.16 
Cinnamomum_glanduliferum,108.54 ,27.87 
Cinnamomum_glanduliferum,108.57 ,28.36 
Cinnamomum_glanduliferum,108.57 ,28.37 
Cinnamomum_glanduliferum,108.68 ,28.45 
Cinnamomum_glanduliferum,108.79 ,28.17 
Cinnamomum_glanduliferum,108.82 ,26.20 
Cinnamomum_glanduliferum,108.87 ,27.71 
Cinnamomum_glanduliferum,108.91 ,25.60 
Cinnamomum_glanduliferum,109.19 ,26.40 
Cinnamomum_glanduliferum,109.33 ,26.19 
Cinnamomum_glanduliferum,109.87 ,25.72 
Cinnamomum_glanduliferum,106.72 ,26.69 
Cinnamomum_glanduliferum,102.08 ,26.41 
Cinnamomum_glanduliferum,100.82 ,26.74 
Cinnamomum_glanduliferum,104.35 ,24.32 
Cinnamomum_glanduliferum,108.16 ,26.21 
Cinnamomum_glanduliferum,97.02 ,28.50 
Cinnamomum_glanduliferum,100.39 ,25.96 
Cinnamomum_glanduliferum,99.42 ,22.13 
Cinnamomum_glanduliferum,103.99 ,23.31 
Cinnamomum_glanduliferum,105.55 ,25.49 
Cinnamomum_glanduliferum,106.18 ,32.10 
Cinnamomum_glanduliferum,108.56 ,28.37 
Cinnamomum_glanduliferum,102.86 ,26.42 
Cinnamomum_glanduliferum,103.02 ,25.31 
Cinnamomum_glanduliferum,100.04 ,24.06 
Cinnamomum_glanduliferum,107.23 ,28.99 
Cinnamomum_glanduliferum,106.67 ,32.48 
Cinnamomum_glanduliferum,102.25 ,25.53 
Cinnamomum_glanduliferum,102.31 ,25.54 
Cinnamomum_glanduliferum,102.72 ,25.40 
Cinnamomum_glanduliferum,99.30 ,25.34 
Cinnamomum_glanduliferum,104.31 ,32.40 
Cinnamomum_glanduliferum,105.52 ,30.47 
Cinnamomum_glanduliferum,103.81 ,30.39 
Cinnamomum_glanduliferum,98.46 ,27.77 
Cinnamomum_glanduliferum,97.07 ,28.59 
Cinnamomum_glanduliferum,106.13 ,26.77 
Cinnamomum_glanduliferum,105.40 ,31.99 
Cinnamomum_glanduliferum,109.14 ,26.22 
Cinnamomum_glanduliferum,108.20 ,26.39 
Cinnamomum_glanduliferum,107.22 ,26.37 
Cinnamomum_glanduliferum,109.86 ,25.73 
Cinnamomum_glanduliferum,109.22 ,29.82 
Cinnamomum_glanduliferum,108.99 ,27.50 
Cinnamomum_glanduliferum,109.46 ,29.98 
Cinnamomum_glanduliferum,107.64 ,26.98 
Cinnamomum_glanduliferum,98.47 ,25.05 
Cinnamomum_glanduliferum,98.86 ,28.20 
Cinnamomum_glanduliferum,98.88 ,28.31 
Cinnamomum_glanduliferum,98.76 ,24.85 
Cinnamomum_glanduliferum,101.57 ,21.48 
Cinnamomum_glanduliferum,100.45 ,21.96 
Cinnamomum_glanduliferum,104.26 ,23.37 
Cinnamomum_glanduliferum,98.32 ,28.12 
Cinnamomum_glanduliferum,97.47 ,28.66 
Cinnamomum_glanduliferum,99.54 ,25.47 
Cinnamomum_glanduliferum,99.70 ,27.83 
Cinnamomum_glanduliferum,108.32 ,25.11 
Cinnamomum_glanduliferum,99.95 ,25.67 
Cinnamomum_glanduliferum,103.00 ,25.28 
Cinnamomum_glanduliferum,100.29 ,25.22 
Cinnamomum_glanduliferum,105.94 ,31.74 
Cinnamomum_glanduliferum,103.71 ,27.35 
Cinnamomum_glanduliferum,100.86 ,22.70 
Cinnamomum_glanduliferum,100.07 ,23.88 
Cinnamomum_glanduliferum,102.40 ,25.54 
Cinnamomum_glanduliferum,100.79 ,22.01 
Cinnamomum_glanduliferum,101.54 ,25.03 
Cinnamomum_glanduliferum,107.91 ,25.38 
Cinnamomum_glanduliferum,100.23 ,25.58 
Cinnamomum_glanduliferum,102.93 ,24.71 
