species,longitude,latitude
Actinodaphne_cupularis,103.24 ,29.94 
Actinodaphne_cupularis,103.33 ,30.64 
Actinodaphne_cupularis,103.34 ,30.92 
Actinodaphne_cupularis,103.36 ,29.53 
Actinodaphne_cupularis,103.36 ,29.53 
Actinodaphne_cupularis,103.37 ,29.53 
Actinodaphne_cupularis,103.37 ,29.55 
Actinodaphne_cupularis,103.37 ,29.53 
Actinodaphne_cupularis,103.38 ,29.55 
Actinodaphne_cupularis,103.38 ,29.58 
Actinodaphne_cupularis,103.39 ,29.57 
Actinodaphne_cupularis,103.42 ,29.57 
Actinodaphne_cupularis,103.43 ,29.55 
Actinodaphne_cupularis,103.43 ,29.31 
Actinodaphne_cupularis,103.44 ,29.56 
Actinodaphne_cupularis,103.50 ,30.88 
Actinodaphne_cupularis,103.56 ,30.90 
Actinodaphne_cupularis,103.56 ,30.90 
Actinodaphne_cupularis,103.56 ,30.90 
Actinodaphne_cupularis,103.93 ,28.16 
Actinodaphne_cupularis,103.95 ,28.84 
Actinodaphne_cupularis,103.97 ,30.72 
Actinodaphne_cupularis,104.02 ,31.37 
Actinodaphne_cupularis,104.44 ,27.97 
Actinodaphne_cupularis,104.54 ,31.51 
Actinodaphne_cupularis,104.66 ,27.99 
Actinodaphne_cupularis,105.34 ,28.05 
Actinodaphne_cupularis,105.56 ,23.24 
Actinodaphne_cupularis,105.76 ,28.60 
Actinodaphne_cupularis,105.79 ,28.36 
Actinodaphne_cupularis,106.03 ,28.44 
Actinodaphne_cupularis,106.03 ,27.48 
Actinodaphne_cupularis,106.07 ,28.77 
Actinodaphne_cupularis,106.08 ,28.77 
Actinodaphne_cupularis,106.14 ,27.25 
Actinodaphne_cupularis,106.17 ,28.42 
Actinodaphne_cupularis,106.18 ,28.42 
Actinodaphne_cupularis,106.19 ,28.41 
Actinodaphne_cupularis,106.19 ,25.44 
Actinodaphne_cupularis,106.26 ,26.78 
Actinodaphne_cupularis,106.27 ,26.54 
Actinodaphne_cupularis,106.31 ,28.34 
Actinodaphne_cupularis,106.41 ,25.35 
Actinodaphne_cupularis,106.41 ,28.39 
Actinodaphne_cupularis,106.43 ,26.40 
Actinodaphne_cupularis,106.46 ,26.64 
Actinodaphne_cupularis,106.46 ,26.64 
Actinodaphne_cupularis,106.60 ,26.47 
Actinodaphne_cupularis,106.60 ,26.47 
Actinodaphne_cupularis,106.64 ,27.14 
Actinodaphne_cupularis,106.71 ,27.91 
Actinodaphne_cupularis,106.73 ,26.63 
Actinodaphne_cupularis,106.75 ,27.93 
Actinodaphne_cupularis,106.82 ,26.63 
Actinodaphne_cupularis,106.89 ,26.78 
Actinodaphne_cupularis,106.90 ,26.88 
Actinodaphne_cupularis,107.00 ,30.24 
Actinodaphne_cupularis,107.06 ,29.00 
Actinodaphne_cupularis,107.09 ,26.97 
Actinodaphne_cupularis,107.10 ,28.23 
Actinodaphne_cupularis,107.12 ,29.06 
Actinodaphne_cupularis,107.13 ,29.05 
Actinodaphne_cupularis,107.13 ,29.05 
Actinodaphne_cupularis,107.14 ,29.04 
Actinodaphne_cupularis,107.15 ,28.20 
Actinodaphne_cupularis,107.20 ,28.24 
Actinodaphne_cupularis,107.21 ,29.27 
Actinodaphne_cupularis,107.21 ,29.13 
Actinodaphne_cupularis,107.21 ,29.06 
Actinodaphne_cupularis,107.21 ,29.06 
Actinodaphne_cupularis,107.21 ,29.06 
Actinodaphne_cupularis,107.33 ,26.92 
Actinodaphne_cupularis,107.37 ,28.95 
Actinodaphne_cupularis,107.37 ,28.95 
Actinodaphne_cupularis,107.37 ,28.95 
Actinodaphne_cupularis,107.42 ,29.07 
Actinodaphne_cupularis,107.49 ,29.54 
Actinodaphne_cupularis,107.61 ,29.72 
Actinodaphne_cupularis,107.68 ,27.09 
Actinodaphne_cupularis,107.73 ,25.58 
Actinodaphne_cupularis,107.85 ,28.07 
Actinodaphne_cupularis,107.85 ,28.15 
Actinodaphne_cupularis,107.90 ,29.50 
Actinodaphne_cupularis,107.90 ,29.50 
Actinodaphne_cupularis,107.91 ,26.92 
Actinodaphne_cupularis,107.93 ,25.11 
Actinodaphne_cupularis,107.94 ,25.11 
Actinodaphne_cupularis,107.97 ,28.43 
Actinodaphne_cupularis,107.97 ,25.13 
Actinodaphne_cupularis,107.97 ,25.06 
Actinodaphne_cupularis,107.98 ,25.11 
Actinodaphne_cupularis,108.00 ,25.11 
Actinodaphne_cupularis,108.04 ,25.14 
Actinodaphne_cupularis,108.06 ,27.34 
Actinodaphne_cupularis,108.09 ,27.29 
Actinodaphne_cupularis,108.11 ,27.12 
Actinodaphne_cupularis,108.11 ,27.13 
Actinodaphne_cupularis,108.14 ,28.48 
Actinodaphne_cupularis,108.14 ,28.47 
Actinodaphne_cupularis,108.17 ,32.09 
Actinodaphne_cupularis,108.21 ,27.50 
Actinodaphne_cupularis,108.22 ,28.77 
Actinodaphne_cupularis,108.23 ,32.05 
Actinodaphne_cupularis,108.23 ,32.21 
Actinodaphne_cupularis,108.29 ,29.88 
Actinodaphne_cupularis,108.47 ,28.84 
Actinodaphne_cupularis,108.47 ,28.84 
Actinodaphne_cupularis,108.51 ,27.64 
Actinodaphne_cupularis,108.56 ,27.99 
Actinodaphne_cupularis,108.61 ,27.95 
Actinodaphne_cupularis,108.71 ,27.91 
Actinodaphne_cupularis,108.83 ,28.74 
Actinodaphne_cupularis,109.38 ,30.70 
Actinodaphne_cupularis,109.41 ,30.70 
Actinodaphne_cupularis,109.91 ,25.63 
Actinodaphne_cupularis,109.91 ,25.62 
Actinodaphne_cupularis,109.91 ,25.62 
Actinodaphne_cupularis,109.91 ,25.61 
Actinodaphne_cupularis,109.93 ,25.63 
Actinodaphne_cupularis,103.14 ,29.35 
Actinodaphne_cupularis,103.37 ,29.31 
Actinodaphne_cupularis,103.38 ,29.55 
Actinodaphne_cupularis,103.38 ,29.40 
Actinodaphne_cupularis,103.39 ,29.58 
Actinodaphne_cupularis,103.39 ,29.55 
Actinodaphne_cupularis,103.39 ,29.55 
Actinodaphne_cupularis,103.39 ,29.55 
Actinodaphne_cupularis,103.39 ,29.57 
Actinodaphne_cupularis,103.40 ,29.62 
Actinodaphne_cupularis,103.42 ,29.55 
Actinodaphne_cupularis,103.42 ,29.55 
Actinodaphne_cupularis,103.42 ,29.57 
Actinodaphne_cupularis,103.42 ,29.57 
Actinodaphne_cupularis,103.43 ,29.55 
Actinodaphne_cupularis,103.43 ,29.56 
Actinodaphne_cupularis,103.43 ,29.56 
Actinodaphne_cupularis,103.48 ,30.91 
Actinodaphne_cupularis,103.49 ,30.91 
Actinodaphne_cupularis,103.49 ,29.46 
Actinodaphne_cupularis,103.49 ,29.42 
Actinodaphne_cupularis,103.49 ,29.46 
Actinodaphne_cupularis,103.56 ,30.91 
Actinodaphne_cupularis,103.56 ,30.91 
Actinodaphne_cupularis,103.56 ,30.90 
Actinodaphne_cupularis,103.56 ,30.90 
Actinodaphne_cupularis,103.62 ,31.02 
Actinodaphne_cupularis,103.62 ,31.02 
Actinodaphne_cupularis,103.65 ,30.85 
Actinodaphne_cupularis,103.81 ,29.46 
Actinodaphne_cupularis,105.16 ,28.05 
Actinodaphne_cupularis,105.54 ,23.24 
Actinodaphne_cupularis,105.56 ,23.24 
Actinodaphne_cupularis,105.61 ,23.31 
Actinodaphne_cupularis,105.62 ,23.31 
Actinodaphne_cupularis,105.74 ,25.04 
Actinodaphne_cupularis,105.80 ,24.98 
Actinodaphne_cupularis,105.81 ,25.00 
Actinodaphne_cupularis,105.82 ,24.04 
Actinodaphne_cupularis,105.93 ,28.30 
Actinodaphne_cupularis,106.23 ,24.83 
Actinodaphne_cupularis,106.23 ,24.83 
Actinodaphne_cupularis,106.30 ,24.47 
Actinodaphne_cupularis,106.36 ,24.48 
Actinodaphne_cupularis,106.36 ,24.47 
Actinodaphne_cupularis,106.36 ,24.49 
Actinodaphne_cupularis,106.37 ,24.48 
Actinodaphne_cupularis,106.36 ,24.49 
Actinodaphne_cupularis,106.37 ,24.49 
Actinodaphne_cupularis,106.37 ,24.49 
Actinodaphne_cupularis,106.39 ,29.85 
Actinodaphne_cupularis,106.39 ,29.84 
Actinodaphne_cupularis,106.60 ,26.47 
Actinodaphne_cupularis,106.61 ,26.46 
Actinodaphne_cupularis,106.66 ,27.80 
Actinodaphne_cupularis,106.71 ,27.92 
Actinodaphne_cupularis,106.75 ,27.94 
Actinodaphne_cupularis,106.75 ,28.28 
Actinodaphne_cupularis,106.96 ,29.12 
Actinodaphne_cupularis,106.96 ,29.12 
Actinodaphne_cupularis,107.00 ,29.08 
Actinodaphne_cupularis,107.18 ,28.14 
Actinodaphne_cupularis,107.21 ,29.05 
Actinodaphne_cupularis,107.21 ,29.06 
Actinodaphne_cupularis,107.22 ,29.06 
Actinodaphne_cupularis,107.22 ,29.06 
Actinodaphne_cupularis,107.22 ,27.07 
Actinodaphne_cupularis,107.28 ,26.84 
Actinodaphne_cupularis,107.30 ,27.26 
Actinodaphne_cupularis,107.30 ,29.01 
Actinodaphne_cupularis,107.30 ,29.01 
Actinodaphne_cupularis,107.30 ,29.01 
Actinodaphne_cupularis,107.31 ,29.01 
Actinodaphne_cupularis,107.49 ,27.75 
Actinodaphne_cupularis,107.67 ,27.99 
Actinodaphne_cupularis,107.76 ,27.09 
Actinodaphne_cupularis,107.85 ,28.07 
Actinodaphne_cupularis,107.87 ,28.21 
Actinodaphne_cupularis,107.93 ,25.11 
Actinodaphne_cupularis,107.96 ,29.56 
Actinodaphne_cupularis,107.98 ,25.12 
Actinodaphne_cupularis,107.98 ,25.12 
Actinodaphne_cupularis,107.98 ,25.12 
Actinodaphne_cupularis,107.99 ,25.13 
Actinodaphne_cupularis,108.00 ,25.11 
Actinodaphne_cupularis,108.00 ,25.14 
Actinodaphne_cupularis,108.00 ,25.14 
Actinodaphne_cupularis,108.00 ,25.10 
Actinodaphne_cupularis,108.00 ,25.14 
Actinodaphne_cupularis,108.00 ,25.14 
Actinodaphne_cupularis,108.06 ,32.17 
Actinodaphne_cupularis,108.07 ,27.32 
Actinodaphne_cupularis,108.06 ,25.39 
Actinodaphne_cupularis,108.08 ,25.77 
Actinodaphne_cupularis,108.13 ,25.35 
Actinodaphne_cupularis,108.13 ,24.80 
Actinodaphne_cupularis,108.14 ,28.47 
Actinodaphne_cupularis,108.15 ,28.48 
Actinodaphne_cupularis,108.15 ,27.02 
Actinodaphne_cupularis,108.22 ,28.78 
Actinodaphne_cupularis,108.23 ,32.05 
Actinodaphne_cupularis,108.24 ,25.51 
Actinodaphne_cupularis,108.28 ,29.74 
Actinodaphne_cupularis,108.29 ,28.64 
Actinodaphne_cupularis,108.30 ,28.65 
Actinodaphne_cupularis,108.39 ,25.38 
Actinodaphne_cupularis,108.40 ,24.88 
Actinodaphne_cupularis,108.50 ,25.27 
Actinodaphne_cupularis,108.50 ,27.58 
Actinodaphne_cupularis,108.55 ,26.12 
Actinodaphne_cupularis,108.58 ,27.77 
Actinodaphne_cupularis,108.61 ,27.95 
Actinodaphne_cupularis,108.63 ,27.86 
Actinodaphne_cupularis,108.77 ,27.84 
Actinodaphne_cupularis,108.77 ,27.84 
Actinodaphne_cupularis,109.17 ,31.35 
Actinodaphne_cupularis,109.24 ,31.34 
Actinodaphne_cupularis,109.89 ,25.58 
Actinodaphne_cupularis,109.91 ,25.64 
Actinodaphne_cupularis,109.91 ,25.63 
Actinodaphne_cupularis,109.91 ,25.63 
Actinodaphne_cupularis,109.92 ,25.63 
Actinodaphne_cupularis,109.92 ,25.62 
Actinodaphne_cupularis,110.17 ,26.01 
Actinodaphne_cupularis,108.32 ,25.11 
Actinodaphne_cupularis,106.01 ,24.39 
Actinodaphne_cupularis,108.19 ,30.02 
Actinodaphne_cupularis,103.61 ,31.00 
Actinodaphne_cupularis,105.40 ,25.13 
Actinodaphne_cupularis,108.12 ,28.26 
Actinodaphne_cupularis,107.89 ,26.96 
Actinodaphne_cupularis,108.85 ,27.69 
Actinodaphne_cupularis,106.91 ,27.66 
Actinodaphne_cupularis,108.50 ,28.56 
Actinodaphne_cupularis,109.41 ,31.06 
Actinodaphne_cupularis,107.11 ,29.16 
Actinodaphne_cupularis,103.40 ,29.50 
Actinodaphne_cupularis,106.54 ,29.39 
Actinodaphne_cupularis,105.65 ,23.64 
Actinodaphne_cupularis,106.38 ,29.81 
Actinodaphne_cupularis,110.34 ,31.04 
Actinodaphne_cupularis,109.72 ,30.60 
Actinodaphne_cupularis,105.72 ,28.57 
Actinodaphne_cupularis,103.15 ,29.16 
Actinodaphne_cupularis,107.00 ,29.10 
Actinodaphne_cupularis,105.58 ,23.22 
Actinodaphne_cupularis,105.56 ,23.24 
Actinodaphne_cupularis,105.54 ,23.24 
Actinodaphne_cupularis,105.83 ,23.39 
Actinodaphne_cupularis,105.69 ,28.59 
Actinodaphne_cupularis,106.92 ,28.02 
Actinodaphne_cupularis,105.58 ,25.67 
Actinodaphne_cupularis,108.12 ,27.15 
Actinodaphne_cupularis,108.22 ,27.52 
Actinodaphne_cupularis,109.20 ,28.16 
Actinodaphne_cupularis,108.41 ,27.99 
Actinodaphne_cupularis,107.45 ,28.56 
Actinodaphne_cupularis,106.92 ,27.17 
Actinodaphne_cupularis,103.42 ,29.58 
Actinodaphne_cupularis,106.40 ,28.63 
Actinodaphne_cupularis,104.14 ,31.22 
Actinodaphne_cupularis,106.95 ,29.40 
Actinodaphne_cupularis,104.57 ,31.76 
Actinodaphne_cupularis,104.51 ,28.16 
Actinodaphne_cupularis,105.24 ,28.31 
Actinodaphne_cupularis,104.65 ,28.75 
Actinodaphne_cupularis,105.29 ,27.30 
Actinodaphne_cupularis,106.75 ,26.64 
Actinodaphne_cupularis,106.68 ,26.41 
Actinodaphne_cupularis,106.47 ,26.55 
Actinodaphne_cupularis,104.31 ,29.29 
Actinodaphne_cupularis,106.93 ,30.34 
Actinodaphne_cupularis,106.89 ,32.24 
Actinodaphne_cupularis,108.03 ,32.08 
Actinodaphne_cupularis,105.47 ,28.85 
Actinodaphne_cupularis,103.56 ,30.85 
Actinodaphne_cupularis,106.27 ,29.30 
Actinodaphne_cupularis,103.54 ,28.84 
Actinodaphne_cupularis,104.13 ,29.24 
Actinodaphne_cupularis,105.54 ,29.25 
Actinodaphne_cupularis,107.14 ,28.94 
Actinodaphne_cupularis,107.12 ,28.95 
Actinodaphne_cupularis,102.75 ,30.08 
Actinodaphne_cupularis,105.61 ,23.31 
Actinodaphne_cupularis,105.85 ,23.73 
Actinodaphne_cupularis,105.44 ,25.10 
Actinodaphne_cupularis,108.12 ,28.27 
Actinodaphne_cupularis,108.83 ,27.70 
Actinodaphne_cupularis,107.86 ,25.99 
Actinodaphne_cupularis,108.10 ,27.05 
Actinodaphne_cupularis,107.47 ,27.08 
Actinodaphne_cupularis,105.16 ,28.11 
Actinodaphne_cupularis,106.05 ,32.51 
Actinodaphne_cupularis,107.28 ,27.85 
Actinodaphne_cupularis,106.22 ,27.98 
Actinodaphne_cupularis,107.11 ,29.16 
Actinodaphne_cupularis,114.08 ,31.81 
Actinodaphne_cupularis,105.14 ,32.71 
Actinodaphne_forrestii,105.57 ,23.25 
Actinodaphne_forrestii,101.08 ,23.15 
Actinodaphne_forrestii,98.50 ,25.28 
Actinodaphne_forrestii,104.71 ,23.13 
Actinodaphne_forrestii,103.69 ,22.99 
Actinodaphne_forrestii,104.08 ,25.23 
Actinodaphne_forrestii,98.61 ,25.22 
Actinodaphne_forrestii,98.68 ,25.27 
Actinodaphne_forrestii,99.69 ,24.01 
Actinodaphne_forrestii,101.34 ,23.33 
Actinodaphne_forrestii,102.19 ,23.65 
Actinodaphne_forrestii,103.83 ,23.02 
Actinodaphne_forrestii,103.94 ,22.82 
Actinodaphne_forrestii,105.07 ,23.75 
Actinodaphne_forrestii,105.56 ,24.62 
Actinodaphne_forrestii,105.96 ,23.58 
Actinodaphne_forrestii,98.58 ,25.53 
Actinodaphne_forrestii,98.59 ,25.24 
Actinodaphne_forrestii,100.47 ,24.07 
Actinodaphne_forrestii,100.65 ,24.42 
Actinodaphne_forrestii,100.64 ,24.42 
Actinodaphne_forrestii,101.22 ,21.93 
Actinodaphne_forrestii,103.56 ,23.08 
Actinodaphne_forrestii,103.56 ,23.08 
Actinodaphne_forrestii,103.76 ,23.29 
Actinodaphne_forrestii,103.75 ,23.29 
Actinodaphne_forrestii,103.76 ,23.30 
Actinodaphne_forrestii,103.76 ,23.30 
Actinodaphne_forrestii,104.60 ,22.94 
Actinodaphne_forrestii,104.79 ,23.38 
Actinodaphne_forrestii,104.87 ,24.82 
Actinodaphne_forrestii,104.87 ,24.82 
Actinodaphne_forrestii,104.89 ,23.22 
Actinodaphne_forrestii,104.90 ,23.22 
Actinodaphne_forrestii,104.93 ,24.81 
Actinodaphne_forrestii,105.00 ,25.17 
Actinodaphne_forrestii,105.01 ,25.15 
Actinodaphne_forrestii,105.20 ,24.97 
Actinodaphne_forrestii,105.23 ,24.10 
Actinodaphne_forrestii,105.25 ,24.96 
Actinodaphne_forrestii,105.57 ,24.59 
Actinodaphne_forrestii,105.58 ,24.59 
Actinodaphne_forrestii,98.69 ,25.73 
Actinodaphne_forrestii,105.34 ,24.68 
Actinodaphne_forrestii,100.71 ,24.62 
Actinodaphne_forrestii,104.71 ,23.12 
Actinodaphne_forrestii,104.68 ,23.44 
Actinodaphne_forrestii,105.66 ,23.64 
Actinodaphne_forrestii,103.68 ,22.98 
Actinodaphne_forrestii,99.93 ,24.58 
Actinodaphne_forrestii,101.49 ,24.98 
Actinodaphne_glaucina,109.70 ,18.63 
Actinodaphne_glaucina,109.71 ,18.71 
Actinodaphne_glaucina,110.35 ,19.68 
Actinodaphne_glaucina,109.69 ,18.64 
Actinodaphne_glaucina,109.51 ,18.78 
Actinodaphne_henryi,97.66 ,24.76 
Actinodaphne_henryi,100.54 ,22.28 
Actinodaphne_henryi,100.60 ,22.27 
Actinodaphne_henryi,100.90 ,22.25 
Actinodaphne_henryi,100.90 ,22.26 
Actinodaphne_henryi,100.94 ,22.14 
Actinodaphne_henryi,100.96 ,22.05 
Actinodaphne_henryi,101.00 ,22.04 
Actinodaphne_henryi,101.00 ,22.04 
Actinodaphne_henryi,101.16 ,21.87 
Actinodaphne_henryi,101.25 ,21.60 
Actinodaphne_henryi,101.34 ,22.09 
Actinodaphne_henryi,101.44 ,21.62 
Actinodaphne_henryi,101.44 ,21.62 
Actinodaphne_henryi,101.54 ,21.72 
Actinodaphne_henryi,101.54 ,21.72 
Actinodaphne_henryi,101.56 ,21.49 
Actinodaphne_henryi,101.58 ,21.49 
Actinodaphne_henryi,101.59 ,21.60 
Actinodaphne_henryi,101.69 ,21.60 
Actinodaphne_henryi,103.93 ,22.63 
Actinodaphne_henryi,97.64 ,24.58 
Actinodaphne_henryi,100.67 ,21.58 
Actinodaphne_henryi,100.69 ,21.60 
Actinodaphne_henryi,100.85 ,22.01 
Actinodaphne_henryi,100.87 ,22.01 
Actinodaphne_henryi,100.92 ,22.08 
Actinodaphne_henryi,100.93 ,22.37 
Actinodaphne_henryi,100.93 ,22.36 
Actinodaphne_henryi,101.00 ,22.03 
Actinodaphne_henryi,101.11 ,22.59 
Actinodaphne_henryi,101.26 ,21.75 
Actinodaphne_henryi,101.47 ,21.94 
Actinodaphne_henryi,101.49 ,21.55 
Actinodaphne_henryi,101.59 ,21.48 
Actinodaphne_henryi,102.41 ,22.79 
Actinodaphne_henryi,100.93 ,22.06 
Actinodaphne_henryi,101.29 ,21.91 
Actinodaphne_henryi,101.58 ,21.46 
Actinodaphne_henryi,100.78 ,22.03 
Actinodaphne_henryi,100.82 ,22.02 
Actinodaphne_henryi,100.88 ,22.08 
Actinodaphne_henryi,100.88 ,22.03 
Actinodaphne_henryi,100.37 ,21.95 
Actinodaphne_henryi,100.46 ,21.96 
Actinodaphne_henryi,100.99 ,22.79 
Actinodaphne_henryi,100.76 ,22.30 
Actinodaphne_koshepangii,112.38 ,24.78 
Actinodaphne_koshepangii,112.64 ,28.16 
Actinodaphne_koshepangii,109.66 ,28.70 
Actinodaphne_koshepangii,116.81 ,24.44 
Actinodaphne_koshepangii,114.48 ,24.37 
Actinodaphne_koshepangii,111.96 ,22.06 
Actinodaphne_koshepangii,119.99 ,26.88 
Actinodaphne_kweichowensis,105.61 ,23.31 
Actinodaphne_kweichowensis,105.56 ,23.24 
Actinodaphne_kweichowensis,105.96 ,23.37 
Actinodaphne_kweichowensis,106.10 ,25.18 
Actinodaphne_kweichowensis,108.90 ,25.76 
Actinodaphne_kweichowensis,106.87 ,22.53 
Actinodaphne_kweichowensis,107.10 ,22.36 
Actinodaphne_kweichowensis,105.69 ,28.59 
Actinodaphne_kweichowensis,105.72 ,25.04 
Actinodaphne_kweichowensis,106.38 ,24.86 
Actinodaphne_kweichowensis,106.78 ,22.31 
Actinodaphne_kweichowensis,106.12 ,25.19 
Actinodaphne_kweichowensis,106.31 ,23.15 
Actinodaphne_kweichowensis,105.44 ,25.10 
Actinodaphne_kweichowensis,105.27 ,25.50 
Actinodaphne_kweichowensis,105.81 ,24.99 
Actinodaphne_kweichowensis,105.91 ,25.02 
Actinodaphne_kweichowensis,107.90 ,21.63 
Actinodaphne_kweichowensis,106.63 ,23.13 
Actinodaphne_kweichowensis,107.34 ,23.73 
Actinodaphne_kweichowensis,106.78 ,22.73 
Actinodaphne_kweichowensis,107.09 ,23.14 
Actinodaphne_kweichowensis,109.95 ,25.61 
Actinodaphne_kweichowensis,108.44 ,23.67 
Actinodaphne_kweichowensis,108.22 ,27.39 
Actinodaphne_kweichowensis,105.62 ,23.31 
Actinodaphne_kweichowensis,106.75 ,22.64 
Actinodaphne_kweichowensis,106.63 ,24.29 
Actinodaphne_kweichowensis,106.52 ,24.16 
Actinodaphne_kweichowensis,105.83 ,23.39 
Actinodaphne_kweichowensis,105.94 ,28.48 
Actinodaphne_kweichowensis,106.29 ,23.16 
Actinodaphne_kweichowensis,105.40 ,25.13 
Actinodaphne_kweichowensis,106.82 ,22.39 
Actinodaphne_kweichowensis,105.82 ,23.26 
Actinodaphne_kweichowensis,106.63 ,23.40 
Actinodaphne_kweichowensis,105.20 ,24.98 
Actinodaphne_kweichowensis,105.62 ,23.31 
Actinodaphne_kweichowensis,105.79 ,28.36 
Actinodaphne_kweichowensis,105.88 ,22.95 
Actinodaphne_kweichowensis,105.93 ,28.47 
Actinodaphne_kweichowensis,105.99 ,23.08 
Actinodaphne_kweichowensis,106.24 ,24.82 
Actinodaphne_kweichowensis,106.62 ,22.37 
Actinodaphne_kweichowensis,106.80 ,22.64 
Actinodaphne_kweichowensis,106.82 ,22.83 
Actinodaphne_kweichowensis,106.82 ,22.68 
Actinodaphne_kweichowensis,106.83 ,22.67 
Actinodaphne_kweichowensis,106.84 ,22.65 
Actinodaphne_kweichowensis,106.96 ,22.47 
Actinodaphne_kweichowensis,108.22 ,27.38 
Actinodaphne_kweichowensis,105.08 ,25.44 
Actinodaphne_kweichowensis,105.80 ,24.97 
Actinodaphne_kweichowensis,105.80 ,25.00 
Actinodaphne_kweichowensis,105.91 ,25.02 
Actinodaphne_kweichowensis,106.02 ,28.44 
Actinodaphne_kweichowensis,106.23 ,24.83 
Actinodaphne_kweichowensis,106.25 ,25.16 
Actinodaphne_kweichowensis,106.63 ,23.13 
Actinodaphne_kweichowensis,106.64 ,23.13 
Actinodaphne_kweichowensis,106.72 ,22.38 
Actinodaphne_kweichowensis,106.81 ,22.64 
Actinodaphne_kweichowensis,106.81 ,22.64 
Actinodaphne_kweichowensis,106.81 ,22.60 
Actinodaphne_kweichowensis,106.81 ,22.66 
Actinodaphne_kweichowensis,106.82 ,22.65 
Actinodaphne_kweichowensis,106.82 ,22.64 
Actinodaphne_kweichowensis,106.83 ,22.68 
Actinodaphne_kweichowensis,106.98 ,22.57 
Actinodaphne_kweichowensis,106.98 ,22.58 
Actinodaphne_kweichowensis,107.16 ,24.96 
Actinodaphne_kweichowensis,108.91 ,25.60 
Actinodaphne_kweichowensis,109.98 ,25.58 
Actinodaphne_kweichowensis,105.54 ,23.24 
Actinodaphne_kweichowensis,105.56 ,23.24 
Actinodaphne_kweichowensis,105.56 ,23.24 
Actinodaphne_kweichowensis,105.56 ,23.24 
Actinodaphne_kweichowensis,105.61 ,23.31 
Actinodaphne_kweichowensis,105.88 ,22.95 
Actinodaphne_kweichowensis,105.93 ,28.48 
Actinodaphne_kweichowensis,106.39 ,24.85 
Actinodaphne_kweichowensis,106.57 ,22.44 
Actinodaphne_kweichowensis,106.63 ,23.13 
Actinodaphne_kweichowensis,106.74 ,22.25 
Actinodaphne_kweichowensis,106.76 ,22.64 
Actinodaphne_kweichowensis,106.76 ,22.64 
Actinodaphne_kweichowensis,106.77 ,22.63 
Actinodaphne_kweichowensis,106.78 ,22.73 
Actinodaphne_kweichowensis,106.78 ,22.73 
Actinodaphne_kweichowensis,106.78 ,22.73 
Actinodaphne_kweichowensis,106.88 ,22.57 
Actinodaphne_kweichowensis,106.90 ,22.62 
Actinodaphne_kweichowensis,106.90 ,22.62 
Actinodaphne_kweichowensis,106.94 ,22.47 
Actinodaphne_kweichowensis,109.95 ,25.61 
Actinodaphne_kweichowensis,105.58 ,23.22 
Actinodaphne_kweichowensis,105.53 ,23.24 
Actinodaphne_kweichowensis,105.60 ,23.14 
Actinodaphne_kweichowensis,105.90 ,23.50 
Actinodaphne_kweichowensis,104.89 ,25.10 
Actinodaphne_kweichowensis,106.61 ,23.33 
Actinodaphne_lecomtei,103.40 ,29.50 
Actinodaphne_lecomtei,104.90 ,25.09 
Actinodaphne_lecomtei,105.47 ,28.09 
Actinodaphne_lecomtei,103.68 ,28.69 
Actinodaphne_lecomtei,103.23 ,28.01 
Actinodaphne_lecomtei,103.35 ,29.56 
Actinodaphne_lecomtei,103.35 ,29.54 
Actinodaphne_lecomtei,103.36 ,29.54 
Actinodaphne_lecomtei,103.37 ,29.66 
Actinodaphne_lecomtei,103.38 ,29.58 
Actinodaphne_lecomtei,103.38 ,29.55 
Actinodaphne_lecomtei,103.38 ,29.55 
Actinodaphne_lecomtei,103.39 ,29.55 
Actinodaphne_lecomtei,103.43 ,29.31 
Actinodaphne_lecomtei,103.77 ,28.38 
Actinodaphne_lecomtei,106.26 ,26.54 
Actinodaphne_lecomtei,106.41 ,25.35 
Actinodaphne_lecomtei,107.62 ,25.50 
Actinodaphne_lecomtei,107.69 ,25.95 
Actinodaphne_lecomtei,107.97 ,25.91 
Actinodaphne_lecomtei,108.23 ,32.21 
Actinodaphne_lecomtei,103.21 ,29.33 
Actinodaphne_lecomtei,103.22 ,29.33 
Actinodaphne_lecomtei,103.35 ,29.54 
Actinodaphne_lecomtei,103.36 ,29.54 
Actinodaphne_lecomtei,103.36 ,29.55 
Actinodaphne_lecomtei,103.36 ,29.54 
Actinodaphne_lecomtei,103.37 ,29.66 
Actinodaphne_lecomtei,103.37 ,29.57 
Actinodaphne_lecomtei,103.37 ,29.55 
Actinodaphne_lecomtei,103.37 ,29.55 
Actinodaphne_lecomtei,103.38 ,29.55 
Actinodaphne_lecomtei,103.39 ,29.55 
Actinodaphne_lecomtei,103.39 ,29.55 
Actinodaphne_lecomtei,103.39 ,29.58 
Actinodaphne_lecomtei,103.40 ,29.63 
Actinodaphne_lecomtei,103.43 ,29.30 
Actinodaphne_lecomtei,103.46 ,29.68 
Actinodaphne_lecomtei,103.47 ,29.49 
Actinodaphne_lecomtei,103.49 ,29.45 
Actinodaphne_lecomtei,105.00 ,25.17 
Actinodaphne_lecomtei,105.00 ,25.17 
Actinodaphne_lecomtei,105.00 ,25.17 
Actinodaphne_lecomtei,105.10 ,25.11 
Actinodaphne_lecomtei,105.26 ,27.90 
Actinodaphne_lecomtei,108.77 ,27.84 
